,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,32122,803.05
1,Payment,2016-01-26 11:04:23,-36765,
2,Billed,2016-02-14 09:33:12,89061,2226.525
3,Payment,2016-02-26 11:04:23,-72559,
4,Billed,2016-03-14 09:33:12,29112,727.8
5,Payment,2016-03-26 11:04:23,-28407,
6,Billed,2016-04-14 09:33:12,19649,491.225
7,Payment,2016-04-26 11:04:23,-11335,
8,Billed,2016-05-14 09:33:12,5947,148.675
9,Payment,2016-05-26 11:04:23,-28335,
10,Billed,2016-06-14 09:33:12,97460,2436.5
11,Payment,2016-06-26 11:04:23,-86423,
12,Billed,2016-07-14 09:33:12,49503,1237.575
13,Payment,2016-07-26 11:04:23,-95650,
14,Billed,2016-08-14 09:33:12,92249,2306.225
15,Payment,2016-08-26 11:04:23,-71084,
16,Billed,2016-09-14 09:33:12,94472,2361.8
17,Payment,2016-09-26 11:04:23,-40024,
18,Billed,2016-10-14 09:33:12,58763,1469.075
19,Payment,2016-10-26 11:04:23,-80306,
20,Billed,2016-11-14 09:33:12,54659,1366.475
21,Payment,2016-11-26 11:04:23,-65616,
22,Billed,2016-12-14 09:33:12,79001,1975.025
23,Payment,2016-12-26 11:04:23,-43372,
24,Billed,2017-01-14 09:33:12,30170,754.25
25,Payment,2017-01-26 11:04:23,-85378,
26,Billed,2017-02-14 09:33:12,34382,859.55
27,Payment,2017-02-26 11:04:23,-47095,
28,Billed,2017-03-14 09:33:12,45915,1147.875
29,Payment,2017-03-26 11:04:23,-57888,
30,Billed,2017-04-14 09:33:12,58824,1470.6
31,Payment,2017-04-26 11:04:23,-27256,
32,Billed,2017-05-14 09:33:12,38837,970.925
33,Payment,2017-05-26 11:04:23,-24963,
34,Billed,2017-06-14 09:33:12,5248,131.2
35,Payment,2017-06-26 11:04:23,-94132,
36,Billed,2017-07-14 09:33:12,35461,886.525
37,Payment,2017-07-26 11:04:23,-37791,
38,Billed,2017-08-14 09:33:12,87243,2181.075
39,Payment,2017-08-26 11:04:23,-3315,
40,Billed,2017-09-14 09:33:12,30928,773.2
41,Payment,2017-09-26 11:04:23,-27363,
42,Billed,2017-10-14 09:33:12,7323,183.075
43,Payment,2017-10-26 11:04:23,-47818,
44,Billed,2017-11-14 09:33:12,70100,1752.5
45,Payment,2017-11-26 11:04:23,-60105,
46,Billed,2017-12-14 09:33:12,81732,2043.3
47,Payment,2017-12-26 11:04:23,-91527,
48,Billed,2018-01-14 09:33:12,73027,1825.675
49,Payment,2018-01-26 11:04:23,-42507,
50,Billed,2018-02-14 09:33:12,36186,904.65
51,Payment,2018-02-26 11:04:23,-96578,
52,Billed,2018-03-14 09:33:12,40018,1000.45
53,Payment,2018-03-26 11:04:23,-51160,
54,Billed,2018-04-14 09:33:12,23660,591.5
55,Payment,2018-04-26 11:04:23,-56581,
56,Billed,2018-05-14 09:33:12,49301,1232.525
57,Payment,2018-05-26 11:04:23,-46509,
58,Billed,2018-06-14 09:33:12,46538,1163.45
59,Payment,2018-06-26 11:04:23,-41904,
60,Billed,2018-07-14 09:33:12,30896,772.4
61,Payment,2018-07-26 11:04:23,-7379,
62,Billed,2018-08-14 09:33:12,80929,2023.225
63,Payment,2018-08-26 11:04:23,-88626,
64,Billed,2018-09-14 09:33:12,18180,454.5
65,Payment,2018-09-26 11:04:23,-17834,
66,Billed,2018-10-14 09:33:12,80497,2012.425
67,Payment,2018-10-26 11:04:23,-84072,
68,Billed,2018-11-14 09:33:12,12133,303.325
69,Payment,2018-11-26 11:04:23,-92241,
70,Billed,2018-12-14 09:33:12,3139,78.475
71,Payment,2018-12-26 11:04:23,-68246,
72,Billed,2019-01-14 09:33:12,40323,1008.075
73,Payment,2019-01-26 11:04:23,-74971,
74,Billed,2019-02-14 09:33:12,12729,318.225
75,Payment,2019-02-26 11:04:23,-53309,
76,Billed,2019-03-14 09:33:12,25737,643.425
77,Payment,2019-03-26 11:04:23,-23012,
78,Billed,2019-04-14 09:33:12,95183,2379.575
79,Payment,2019-04-26 11:04:23,-50069,
80,Billed,2019-05-14 09:33:12,31846,796.15
81,Payment,2019-05-26 11:04:23,-93421,
82,Billed,2019-06-14 09:33:12,42571,1064.275
83,Payment,2019-06-26 11:04:23,-29518,
84,Billed,2019-07-14 09:33:12,24743,618.575
85,Payment,2019-07-26 11:04:23,-96497,
86,Billed,2019-08-14 09:33:12,53412,1335.3
87,Payment,2019-08-26 11:04:23,-83901,
88,Billed,2019-09-14 09:33:12,39876,996.9
89,Payment,2019-09-26 11:04:23,-8570,
90,Billed,2019-10-14 09:33:12,65221,1630.525
91,Payment,2019-10-26 11:04:23,-76060,
92,Billed,2019-11-14 09:33:12,57107,1427.675
93,Payment,2019-11-26 11:04:23,-42456,
94,Billed,2019-12-14 09:33:12,97208,2430.2
95,Payment,2019-12-26 11:04:23,-42553,
96,Billed,2020-01-14 09:33:12,82087,2052.175
97,Payment,2020-01-26 11:04:23,-35508,
98,Billed,2020-02-14 09:33:12,53562,1339.05
99,Payment,2020-02-26 11:04:23,-81329,
100,Billed,2020-03-14 09:33:12,34865,871.625
101,Payment,2020-03-26 11:04:23,-37297,
102,Billed,2020-04-14 09:33:12,60116,1502.9
103,Payment,2020-04-26 11:04:23,-27343,
104,Billed,2020-05-14 09:33:12,85921,2148.025
105,Payment,2020-05-26 11:04:23,-87448,
106,Billed,2020-06-14 09:33:12,18529,463.225
107,Payment,2020-06-26 11:04:23,-14003,
108,Billed,2020-07-14 09:33:12,45149,1128.725
109,Payment,2020-07-26 11:04:23,-31555,
110,Billed,2020-08-14 09:33:12,85776,2144.4
111,Payment,2020-08-26 11:04:23,-69695,
112,Billed,2020-09-14 09:33:12,93708,2342.7
113,Payment,2020-09-26 11:04:23,-77440,
114,Billed,2020-10-14 09:33:12,54619,1365.475
115,Payment,2020-10-26 11:04:23,-46509,
116,Billed,2020-11-14 09:33:12,23742,593.55
117,Payment,2020-11-26 11:04:23,-5971,
118,Billed,2020-12-14 09:33:12,21225,530.625
119,Payment,2020-12-26 11:04:23,-42939,
120,Billed,2021-01-14 09:33:12,96960,2424.0
121,Payment,2021-01-26 11:04:23,-30212,
122,Billed,2021-02-14 09:33:12,47764,1194.1
123,Payment,2021-02-26 11:04:23,-96447,
124,Billed,2021-03-14 09:33:12,12854,321.35
125,Payment,2021-03-26 11:04:23,-73836,
126,Billed,2021-04-14 09:33:12,99811,2495.275
127,Payment,2021-04-26 11:04:23,-17235,
128,Billed,2021-05-14 09:33:12,80935,2023.375
129,Payment,2021-05-26 11:04:23,-25547,
130,Billed,2021-06-14 09:33:12,83308,2082.7
131,Payment,2021-06-26 11:04:23,-63867,
132,Billed,2021-07-14 09:33:12,94211,2355.275
133,Payment,2021-07-26 11:04:23,-2023,
134,Billed,2021-08-14 09:33:12,64502,1612.55
135,Payment,2021-08-26 11:04:23,-9444,
136,Billed,2021-09-14 09:33:12,47581,1189.525
137,Payment,2021-09-26 11:04:23,-64477,
138,Billed,2021-10-14 09:33:12,38316,957.9
139,Payment,2021-10-26 11:04:23,-93090,
140,Billed,2021-11-14 09:33:12,89903,2247.575
141,Payment,2021-11-26 11:04:23,-22108,
142,Billed,2021-12-14 09:33:12,10700,267.5
143,Payment,2021-12-26 11:04:23,-21396,
144,Billed,2022-01-14 09:33:12,68313,1707.825
145,Payment,2022-01-26 11:04:23,-42557,
