,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,78961,1974.025
1,Vend,2016-02-14 09:33:12,20472,511.8
2,Vend,2016-03-14 09:33:12,80642,2016.05
3,Vend,2016-04-14 09:33:12,48730,1218.25
4,Vend,2016-05-14 09:33:12,71596,1789.9
5,Vend,2016-06-14 09:33:12,7521,188.025
6,Vend,2016-07-14 09:33:12,38669,966.725
7,Vend,2016-08-14 09:33:12,55426,1385.65
8,Vend,2016-09-14 09:33:12,90770,2269.25
9,Vend,2016-10-14 09:33:12,21317,532.925
10,Vend,2016-11-14 09:33:12,4620,115.5
11,Vend,2016-12-14 09:33:12,39296,982.4
12,Vend,2017-01-14 09:33:12,48396,1209.9
13,Vend,2017-02-14 09:33:12,69259,1731.475
14,Vend,2017-03-14 09:33:12,65883,1647.075
15,Vend,2017-04-14 09:33:12,15265,381.625
16,Vend,2017-05-14 09:33:12,64308,1607.7
17,Vend,2017-06-14 09:33:12,24556,613.9
18,Vend,2017-07-14 09:33:12,75306,1882.65
19,Vend,2017-08-14 09:33:12,6424,160.6
20,Vend,2017-09-14 09:33:12,60764,1519.1
21,Vend,2017-10-14 09:33:12,67294,1682.35
22,Vend,2017-11-14 09:33:12,83573,2089.325
23,Vend,2017-12-14 09:33:12,44887,1122.175
24,Vend,2018-01-14 09:33:12,84225,2105.625
25,Vend,2018-02-14 09:33:12,94101,2352.525
26,Vend,2018-03-14 09:33:12,29444,736.1
27,Vend,2018-04-14 09:33:12,18307,457.675
28,Vend,2018-05-14 09:33:12,60237,1505.925
29,Vend,2018-06-14 09:33:12,59035,1475.875
30,Vend,2018-07-14 09:33:12,35850,896.25
31,Vend,2018-08-14 09:33:12,36978,924.45
32,Vend,2018-09-14 09:33:12,93398,2334.95
33,Vend,2018-10-14 09:33:12,29208,730.2
34,Vend,2018-11-14 09:33:12,45786,1144.65
35,Vend,2018-12-14 09:33:12,36030,900.75
36,Vend,2019-01-14 09:33:12,10583,264.575
37,Vend,2019-02-14 09:33:12,71464,1786.6
38,Vend,2019-03-14 09:33:12,20348,508.7
39,Vend,2019-04-14 09:33:12,41567,1039.175
40,Vend,2019-05-14 09:33:12,8892,222.3
41,Vend,2019-06-14 09:33:12,76349,1908.725
42,Vend,2019-07-14 09:33:12,20589,514.725
43,Vend,2019-08-14 09:33:12,48991,1224.775
44,Vend,2019-09-14 09:33:12,84828,2120.7
45,Vend,2019-10-14 09:33:12,96672,2416.8
46,Vend,2019-11-14 09:33:12,14636,365.9
47,Vend,2019-12-14 09:33:12,28639,715.975
48,Vend,2020-01-14 09:33:12,11609,290.225
49,Vend,2020-02-14 09:33:12,87591,2189.775
50,Vend,2020-03-14 09:33:12,97489,2437.225
51,Vend,2020-04-14 09:33:12,70475,1761.875
52,Vend,2020-05-14 09:33:12,72533,1813.325
53,Vend,2020-06-14 09:33:12,41387,1034.675
54,Vend,2020-07-14 09:33:12,70576,1764.4
55,Vend,2020-08-14 09:33:12,9626,240.65
56,Vend,2020-09-14 09:33:12,65323,1633.075
57,Vend,2020-10-14 09:33:12,38049,951.225
58,Vend,2020-11-14 09:33:12,58247,1456.175
59,Vend,2020-12-14 09:33:12,59114,1477.85
60,Vend,2021-01-14 09:33:12,94582,2364.55
61,Vend,2021-02-14 09:33:12,25595,639.875
62,Vend,2021-03-14 09:33:12,98509,2462.725
63,Vend,2021-04-14 09:33:12,30982,774.55
64,Vend,2021-05-14 09:33:12,76012,1900.3
65,Vend,2021-06-14 09:33:12,10014,250.35
66,Vend,2021-07-14 09:33:12,17231,430.775
67,Vend,2021-08-14 09:33:12,67997,1699.925
68,Vend,2021-09-14 09:33:12,93445,2336.125
69,Vend,2021-10-14 09:33:12,18326,458.15
70,Vend,2021-11-14 09:33:12,32334,808.35
71,Vend,2021-12-14 09:33:12,73005,1825.125
72,Vend,2022-01-14 09:33:12,67927,1698.175
