,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,5316,132.9
1,Payment,2016-01-26 11:04:23,-68969,
2,Billed,2016-02-14 09:33:12,69165,1729.125
3,Payment,2016-02-26 11:04:23,-10270,
4,Billed,2016-03-14 09:33:12,51038,1275.95
5,Payment,2016-03-26 11:04:23,-24468,
6,Billed,2016-04-14 09:33:12,85039,2125.975
7,Payment,2016-04-26 11:04:23,-33097,
8,Billed,2016-05-14 09:33:12,51086,1277.15
9,Payment,2016-05-26 11:04:23,-37082,
10,Billed,2016-06-14 09:33:12,86491,2162.275
11,Payment,2016-06-26 11:04:23,-61758,
12,Billed,2016-07-14 09:33:12,12810,320.25
13,Payment,2016-07-26 11:04:23,-48028,
14,Billed,2016-08-14 09:33:12,70278,1756.95
15,Payment,2016-08-26 11:04:23,-62872,
16,Billed,2016-09-14 09:33:12,50557,1263.925
17,Payment,2016-09-26 11:04:23,-61364,
18,Billed,2016-10-14 09:33:12,31323,783.075
19,Payment,2016-10-26 11:04:23,-17221,
20,Billed,2016-11-14 09:33:12,75750,1893.75
21,Payment,2016-11-26 11:04:23,-62233,
22,Billed,2016-12-14 09:33:12,66460,1661.5
23,Payment,2016-12-26 11:04:23,-89020,
24,Billed,2017-01-14 09:33:12,81249,2031.225
25,Payment,2017-01-26 11:04:23,-86417,
26,Billed,2017-02-14 09:33:12,44149,1103.725
27,Payment,2017-02-26 11:04:23,-95714,
28,Billed,2017-03-14 09:33:12,17093,427.325
29,Payment,2017-03-26 11:04:23,-35847,
30,Billed,2017-04-14 09:33:12,21170,529.25
31,Payment,2017-04-26 11:04:23,-89356,
32,Billed,2017-05-14 09:33:12,55401,1385.025
33,Payment,2017-05-26 11:04:23,-36040,
34,Billed,2017-06-14 09:33:12,36320,908.0
35,Payment,2017-06-26 11:04:23,-68450,
36,Billed,2017-07-14 09:33:12,22613,565.325
37,Payment,2017-07-26 11:04:23,-68902,
38,Billed,2017-08-14 09:33:12,9168,229.2
39,Payment,2017-08-26 11:04:23,-98035,
40,Billed,2017-09-14 09:33:12,70942,1773.55
41,Payment,2017-09-26 11:04:23,-84806,
42,Billed,2017-10-14 09:33:12,43583,1089.575
43,Payment,2017-10-26 11:04:23,-68338,
44,Billed,2017-11-14 09:33:12,65316,1632.9
45,Payment,2017-11-26 11:04:23,-23113,
46,Billed,2017-12-14 09:33:12,77962,1949.05
47,Payment,2017-12-26 11:04:23,-98669,
48,Billed,2018-01-14 09:33:12,40052,1001.3
49,Payment,2018-01-26 11:04:23,-36775,
50,Billed,2018-02-14 09:33:12,63257,1581.425
51,Payment,2018-02-26 11:04:23,-23299,
52,Billed,2018-03-14 09:33:12,6819,170.475
53,Payment,2018-03-26 11:04:23,-3986,
54,Billed,2018-04-14 09:33:12,45273,1131.825
55,Payment,2018-04-26 11:04:23,-69335,
56,Billed,2018-05-14 09:33:12,39630,990.75
57,Payment,2018-05-26 11:04:23,-28565,
58,Billed,2018-06-14 09:33:12,81987,2049.675
59,Payment,2018-06-26 11:04:23,-73199,
60,Billed,2018-07-14 09:33:12,95434,2385.85
61,Payment,2018-07-26 11:04:23,-73190,
62,Billed,2018-08-14 09:33:12,11337,283.425
63,Payment,2018-08-26 11:04:23,-26347,
64,Billed,2018-09-14 09:33:12,38847,971.175
65,Payment,2018-09-26 11:04:23,-62731,
66,Billed,2018-10-14 09:33:12,66879,1671.975
67,Payment,2018-10-26 11:04:23,-21832,
68,Billed,2018-11-14 09:33:12,12632,315.8
69,Payment,2018-11-26 11:04:23,-8815,
70,Billed,2018-12-14 09:33:12,43892,1097.3
71,Payment,2018-12-26 11:04:23,-81418,
72,Billed,2019-01-14 09:33:12,81749,2043.725
73,Payment,2019-01-26 11:04:23,-28017,
74,Billed,2019-02-14 09:33:12,38828,970.7
75,Payment,2019-02-26 11:04:23,-25508,
76,Billed,2019-03-14 09:33:12,8146,203.65
77,Payment,2019-03-26 11:04:23,-43308,
78,Billed,2019-04-14 09:33:12,92215,2305.375
79,Payment,2019-04-26 11:04:23,-65714,
80,Billed,2019-05-14 09:33:12,4699,117.475
81,Payment,2019-05-26 11:04:23,-83398,
82,Billed,2019-06-14 09:33:12,15733,393.325
83,Payment,2019-06-26 11:04:23,-61392,
84,Billed,2019-07-14 09:33:12,15116,377.9
85,Payment,2019-07-26 11:04:23,-81016,
86,Billed,2019-08-14 09:33:12,38447,961.175
87,Payment,2019-08-26 11:04:23,-9835,
88,Billed,2019-09-14 09:33:12,40297,1007.425
89,Payment,2019-09-26 11:04:23,-6747,
90,Billed,2019-10-14 09:33:12,80667,2016.675
91,Payment,2019-10-26 11:04:23,-79878,
92,Billed,2019-11-14 09:33:12,18485,462.125
93,Payment,2019-11-26 11:04:23,-77625,
94,Billed,2019-12-14 09:33:12,70924,1773.1
95,Payment,2019-12-26 11:04:23,-44916,
96,Billed,2020-01-14 09:33:12,19753,493.825
97,Payment,2020-01-26 11:04:23,-37137,
98,Billed,2020-02-14 09:33:12,35155,878.875
99,Payment,2020-02-26 11:04:23,-82372,
100,Billed,2020-03-14 09:33:12,59420,1485.5
101,Payment,2020-03-26 11:04:23,-55818,
102,Billed,2020-04-14 09:33:12,21414,535.35
103,Payment,2020-04-26 11:04:23,-32205,
104,Billed,2020-05-14 09:33:12,56873,1421.825
105,Payment,2020-05-26 11:04:23,-19334,
106,Billed,2020-06-14 09:33:12,37997,949.925
107,Payment,2020-06-26 11:04:23,-53287,
108,Billed,2020-07-14 09:33:12,45778,1144.45
109,Payment,2020-07-26 11:04:23,-35321,
110,Billed,2020-08-14 09:33:12,43645,1091.125
111,Payment,2020-08-26 11:04:23,-99230,
112,Billed,2020-09-14 09:33:12,33439,835.975
113,Payment,2020-09-26 11:04:23,-13696,
114,Billed,2020-10-14 09:33:12,58190,1454.75
115,Payment,2020-10-26 11:04:23,-77984,
116,Billed,2020-11-14 09:33:12,97651,2441.275
117,Payment,2020-11-26 11:04:23,-50346,
118,Billed,2020-12-14 09:33:12,44844,1121.1
119,Payment,2020-12-26 11:04:23,-78256,
120,Billed,2021-01-14 09:33:12,20307,507.675
121,Payment,2021-01-26 11:04:23,-65251,
122,Billed,2021-02-14 09:33:12,19408,485.2
123,Payment,2021-02-26 11:04:23,-69993,
124,Billed,2021-03-14 09:33:12,53932,1348.3
125,Payment,2021-03-26 11:04:23,-26262,
126,Billed,2021-04-14 09:33:12,77855,1946.375
127,Payment,2021-04-26 11:04:23,-45138,
128,Billed,2021-05-14 09:33:12,67555,1688.875
129,Payment,2021-05-26 11:04:23,-38854,
130,Billed,2021-06-14 09:33:12,54949,1373.725
131,Payment,2021-06-26 11:04:23,-59091,
132,Billed,2021-07-14 09:33:12,89564,2239.1
133,Payment,2021-07-26 11:04:23,-38858,
134,Billed,2021-08-14 09:33:12,33119,827.975
135,Payment,2021-08-26 11:04:23,-17197,
136,Billed,2021-09-14 09:33:12,88421,2210.525
137,Payment,2021-09-26 11:04:23,-65898,
138,Billed,2021-10-14 09:33:12,20520,513.0
139,Payment,2021-10-26 11:04:23,-54917,
140,Billed,2021-11-14 09:33:12,73241,1831.025
141,Payment,2021-11-26 11:04:23,-78382,
142,Billed,2021-12-14 09:33:12,21490,537.25
143,Payment,2021-12-26 11:04:23,-96018,
144,Billed,2022-01-14 09:33:12,95419,2385.475
145,Payment,2022-01-26 11:04:23,-86936,
