,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,4624,115.6
1,Vend,2016-02-14 09:33:12,37831,945.775
2,Vend,2016-03-14 09:33:12,39356,983.9
3,Vend,2016-04-14 09:33:12,56500,1412.5
4,Vend,2016-05-14 09:33:12,70051,1751.275
5,Vend,2016-06-14 09:33:12,49000,1225.0
6,Vend,2016-07-14 09:33:12,66140,1653.5
7,Vend,2016-08-14 09:33:12,95179,2379.475
8,Vend,2016-09-14 09:33:12,91461,2286.525
9,Vend,2016-10-14 09:33:12,76684,1917.1
10,Vend,2016-11-14 09:33:12,63234,1580.85
11,Vend,2016-12-14 09:33:12,99349,2483.725
12,Vend,2017-01-14 09:33:12,8442,211.05
13,Vend,2017-02-14 09:33:12,59576,1489.4
14,Vend,2017-03-14 09:33:12,26482,662.05
15,Vend,2017-04-14 09:33:12,96267,2406.675
16,Vend,2017-05-14 09:33:12,23978,599.45
17,Vend,2017-06-14 09:33:12,4168,104.2
18,Vend,2017-07-14 09:33:12,77410,1935.25
19,Vend,2017-08-14 09:33:12,50735,1268.375
20,Vend,2017-09-14 09:33:12,72138,1803.45
21,Vend,2017-10-14 09:33:12,99780,2494.5
22,Vend,2017-11-14 09:33:12,41413,1035.325
23,Vend,2017-12-14 09:33:12,57219,1430.475
24,Vend,2018-01-14 09:33:12,24581,614.525
25,Vend,2018-02-14 09:33:12,40603,1015.075
26,Vend,2018-03-14 09:33:12,36171,904.275
27,Vend,2018-04-14 09:33:12,6073,151.825
28,Vend,2018-05-14 09:33:12,26857,671.425
29,Vend,2018-06-14 09:33:12,62978,1574.45
30,Vend,2018-07-14 09:33:12,49851,1246.275
31,Vend,2018-08-14 09:33:12,15622,390.55
32,Vend,2018-09-14 09:33:12,66596,1664.9
33,Vend,2018-10-14 09:33:12,46489,1162.225
34,Vend,2018-11-14 09:33:12,55229,1380.725
35,Vend,2018-12-14 09:33:12,21689,542.225
36,Vend,2019-01-14 09:33:12,95756,2393.9
37,Vend,2019-02-14 09:33:12,11447,286.175
38,Vend,2019-03-14 09:33:12,15268,381.7
39,Vend,2019-04-14 09:33:12,32019,800.475
40,Vend,2019-05-14 09:33:12,70436,1760.9
41,Vend,2019-06-14 09:33:12,51079,1276.975
42,Vend,2019-07-14 09:33:12,2047,51.175
43,Vend,2019-08-14 09:33:12,41787,1044.675
44,Vend,2019-09-14 09:33:12,54661,1366.525
45,Vend,2019-10-14 09:33:12,42086,1052.15
46,Vend,2019-11-14 09:33:12,11248,281.2
47,Vend,2019-12-14 09:33:12,9502,237.55
48,Vend,2020-01-14 09:33:12,19739,493.475
49,Vend,2020-02-14 09:33:12,29633,740.825
50,Vend,2020-03-14 09:33:12,89552,2238.8
51,Vend,2020-04-14 09:33:12,89238,2230.95
52,Vend,2020-05-14 09:33:12,99756,2493.9
53,Vend,2020-06-14 09:33:12,15935,398.375
54,Vend,2020-07-14 09:33:12,89887,2247.175
55,Vend,2020-08-14 09:33:12,22454,561.35
56,Vend,2020-09-14 09:33:12,84875,2121.875
57,Vend,2020-10-14 09:33:12,6823,170.575
58,Vend,2020-11-14 09:33:12,98939,2473.475
59,Vend,2020-12-14 09:33:12,8524,213.1
60,Vend,2021-01-14 09:33:12,18933,473.325
61,Vend,2021-02-14 09:33:12,90264,2256.6
62,Vend,2021-03-14 09:33:12,50398,1259.95
63,Vend,2021-04-14 09:33:12,75723,1893.075
64,Vend,2021-05-14 09:33:12,38775,969.375
65,Vend,2021-06-14 09:33:12,57905,1447.625
66,Vend,2021-07-14 09:33:12,93581,2339.525
67,Vend,2021-08-14 09:33:12,83679,2091.975
68,Vend,2021-09-14 09:33:12,52571,1314.275
69,Vend,2021-10-14 09:33:12,4666,116.65
70,Vend,2021-11-14 09:33:12,14584,364.6
71,Vend,2021-12-14 09:33:12,51954,1298.85
72,Vend,2022-01-14 09:33:12,92008,2300.2
