,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,16317,407.925
1,Payment,2016-01-26 11:04:23,-5319,
2,Billed,2016-02-14 09:33:12,20097,502.425
3,Payment,2016-02-26 11:04:23,-58049,
4,Billed,2016-03-14 09:33:12,42738,1068.45
5,Payment,2016-03-26 11:04:23,-82595,
6,Billed,2016-04-14 09:33:12,2829,70.725
7,Payment,2016-04-26 11:04:23,-87353,
8,Billed,2016-05-14 09:33:12,90461,2261.525
9,Payment,2016-05-26 11:04:23,-18200,
10,Billed,2016-06-14 09:33:12,84467,2111.675
11,Payment,2016-06-26 11:04:23,-52704,
12,Billed,2016-07-14 09:33:12,15542,388.55
13,Payment,2016-07-26 11:04:23,-44817,
14,Billed,2016-08-14 09:33:12,41455,1036.375
15,Payment,2016-08-26 11:04:23,-49025,
16,Billed,2016-09-14 09:33:12,59801,1495.025
17,Payment,2016-09-26 11:04:23,-84846,
18,Billed,2016-10-14 09:33:12,28358,708.95
19,Payment,2016-10-26 11:04:23,-95537,
20,Billed,2016-11-14 09:33:12,83009,2075.225
21,Payment,2016-11-26 11:04:23,-54518,
22,Billed,2016-12-14 09:33:12,67760,1694.0
23,Payment,2016-12-26 11:04:23,-7240,
24,Billed,2017-01-14 09:33:12,94145,2353.625
25,Payment,2017-01-26 11:04:23,-31553,
26,Billed,2017-02-14 09:33:12,32772,819.3
27,Payment,2017-02-26 11:04:23,-48067,
28,Billed,2017-03-14 09:33:12,75077,1876.925
29,Payment,2017-03-26 11:04:23,-47640,
30,Billed,2017-04-14 09:33:12,23586,589.65
31,Payment,2017-04-26 11:04:23,-6431,
32,Billed,2017-05-14 09:33:12,55088,1377.2
33,Payment,2017-05-26 11:04:23,-43865,
34,Billed,2017-06-14 09:33:12,43464,1086.6
35,Payment,2017-06-26 11:04:23,-24520,
36,Billed,2017-07-14 09:33:12,63945,1598.625
37,Payment,2017-07-26 11:04:23,-90781,
38,Billed,2017-08-14 09:33:12,24043,601.075
39,Payment,2017-08-26 11:04:23,-55591,
40,Billed,2017-09-14 09:33:12,37045,926.125
41,Payment,2017-09-26 11:04:23,-84033,
42,Billed,2017-10-14 09:33:12,86041,2151.025
43,Payment,2017-10-26 11:04:23,-80316,
44,Billed,2017-11-14 09:33:12,81526,2038.15
45,Payment,2017-11-26 11:04:23,-16489,
46,Billed,2017-12-14 09:33:12,72377,1809.425
47,Payment,2017-12-26 11:04:23,-7074,
48,Billed,2018-01-14 09:33:12,57019,1425.475
49,Payment,2018-01-26 11:04:23,-63542,
50,Billed,2018-02-14 09:33:12,5738,143.45
51,Payment,2018-02-26 11:04:23,-71671,
52,Billed,2018-03-14 09:33:12,87799,2194.975
53,Payment,2018-03-26 11:04:23,-51325,
54,Billed,2018-04-14 09:33:12,38099,952.475
55,Payment,2018-04-26 11:04:23,-51531,
56,Billed,2018-05-14 09:33:12,52924,1323.1
57,Payment,2018-05-26 11:04:23,-28251,
58,Billed,2018-06-14 09:33:12,72800,1820.0
59,Payment,2018-06-26 11:04:23,-33151,
60,Billed,2018-07-14 09:33:12,39064,976.6
61,Payment,2018-07-26 11:04:23,-38018,
62,Billed,2018-08-14 09:33:12,20316,507.9
63,Payment,2018-08-26 11:04:23,-39826,
64,Billed,2018-09-14 09:33:12,21882,547.05
65,Payment,2018-09-26 11:04:23,-21890,
66,Billed,2018-10-14 09:33:12,30886,772.15
67,Payment,2018-10-26 11:04:23,-50496,
68,Billed,2018-11-14 09:33:12,14323,358.075
69,Payment,2018-11-26 11:04:23,-44889,
70,Billed,2018-12-14 09:33:12,2092,52.3
71,Payment,2018-12-26 11:04:23,-42854,
72,Billed,2019-01-14 09:33:12,23831,595.775
73,Payment,2019-01-26 11:04:23,-13725,
74,Billed,2019-02-14 09:33:12,5092,127.3
75,Payment,2019-02-26 11:04:23,-24020,
76,Billed,2019-03-14 09:33:12,34054,851.35
