,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,48564,1214.1
1,Vend,2016-02-14 09:33:12,90011,2250.275
2,Vend,2016-03-14 09:33:12,25019,625.475
3,Vend,2016-04-14 09:33:12,40376,1009.4
4,Vend,2016-05-14 09:33:12,92168,2304.2
5,Vend,2016-06-14 09:33:12,83868,2096.7
6,Vend,2016-07-14 09:33:12,25513,637.825
7,Vend,2016-08-14 09:33:12,17168,429.2
8,Vend,2016-09-14 09:33:12,33544,838.6
9,Vend,2016-10-14 09:33:12,7178,179.45
10,Vend,2016-11-14 09:33:12,65459,1636.475
11,Vend,2016-12-14 09:33:12,15757,393.925
12,Vend,2017-01-14 09:33:12,71842,1796.05
13,Vend,2017-02-14 09:33:12,81860,2046.5
14,Vend,2017-03-14 09:33:12,82044,2051.1
15,Vend,2017-04-14 09:33:12,72747,1818.675
16,Vend,2017-05-14 09:33:12,86363,2159.075
17,Vend,2017-06-14 09:33:12,7977,199.425
18,Vend,2017-07-14 09:33:12,98779,2469.475
19,Vend,2017-08-14 09:33:12,62468,1561.7
20,Vend,2017-09-14 09:33:12,72447,1811.175
21,Vend,2017-10-14 09:33:12,53371,1334.275
22,Vend,2017-11-14 09:33:12,12201,305.025
23,Vend,2017-12-14 09:33:12,14614,365.35
24,Vend,2018-01-14 09:33:12,33933,848.325
25,Vend,2018-02-14 09:33:12,17629,440.725
26,Vend,2018-03-14 09:33:12,96136,2403.4
27,Vend,2018-04-14 09:33:12,11348,283.7
28,Vend,2018-05-14 09:33:12,46786,1169.65
29,Vend,2018-06-14 09:33:12,3953,98.825
30,Vend,2018-07-14 09:33:12,11128,278.2
31,Vend,2018-08-14 09:33:12,83196,2079.9
32,Vend,2018-09-14 09:33:12,72809,1820.225
33,Vend,2018-10-14 09:33:12,24576,614.4
34,Vend,2018-11-14 09:33:12,13618,340.45
35,Vend,2018-12-14 09:33:12,86202,2155.05
36,Vend,2019-01-14 09:33:12,13719,342.975
37,Vend,2019-02-14 09:33:12,43183,1079.575
38,Vend,2019-03-14 09:33:12,34654,866.35
39,Vend,2019-04-14 09:33:12,24621,615.525
40,Vend,2019-05-14 09:33:12,13034,325.85
41,Vend,2019-06-14 09:33:12,5049,126.225
42,Vend,2019-07-14 09:33:12,38712,967.8
43,Vend,2019-08-14 09:33:12,32806,820.15
44,Vend,2019-09-14 09:33:12,96961,2424.025
45,Vend,2019-10-14 09:33:12,18889,472.225
46,Vend,2019-11-14 09:33:12,6583,164.575
47,Vend,2019-12-14 09:33:12,88992,2224.8
48,Vend,2020-01-14 09:33:12,14499,362.475
49,Vend,2020-02-14 09:33:12,41396,1034.9
50,Vend,2020-03-14 09:33:12,74855,1871.375
51,Vend,2020-04-14 09:33:12,66602,1665.05
52,Vend,2020-05-14 09:33:12,61320,1533.0
53,Vend,2020-06-14 09:33:12,96611,2415.275
54,Vend,2020-07-14 09:33:12,35974,899.35
55,Vend,2020-08-14 09:33:12,18977,474.425
56,Vend,2020-09-14 09:33:12,41747,1043.675
57,Vend,2020-10-14 09:33:12,39753,993.825
58,Vend,2020-11-14 09:33:12,33580,839.5
59,Vend,2020-12-14 09:33:12,81323,2033.075
60,Vend,2021-01-14 09:33:12,71250,1781.25
61,Vend,2021-02-14 09:33:12,44707,1117.675
62,Vend,2021-03-14 09:33:12,48901,1222.525
63,Vend,2021-04-14 09:33:12,71322,1783.05
64,Vend,2021-05-14 09:33:12,73030,1825.75
65,Vend,2021-06-14 09:33:12,60084,1502.1
66,Vend,2021-07-14 09:33:12,90168,2254.2
67,Vend,2021-08-14 09:33:12,5435,135.875
68,Vend,2021-09-14 09:33:12,99743,2493.575
69,Vend,2021-10-14 09:33:12,66120,1653.0
70,Vend,2021-11-14 09:33:12,39504,987.6
71,Vend,2021-12-14 09:33:12,25882,647.05
72,Vend,2022-01-14 09:33:12,53648,1341.2
