,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,76502,1912.55
1,Payment,2016-01-26 11:04:23,-76384,
2,Billed,2016-02-14 09:33:12,32105,802.625
3,Payment,2016-02-26 11:04:23,-71990,
4,Billed,2016-03-14 09:33:12,31108,777.7
5,Payment,2016-03-26 11:04:23,-41544,
6,Billed,2016-04-14 09:33:12,19153,478.825
7,Payment,2016-04-26 11:04:23,-33516,
8,Billed,2016-05-14 09:33:12,78723,1968.075
9,Payment,2016-05-26 11:04:23,-33080,
10,Billed,2016-06-14 09:33:12,49623,1240.575
11,Payment,2016-06-26 11:04:23,-3043,
12,Billed,2016-07-14 09:33:12,60824,1520.6
13,Payment,2016-07-26 11:04:23,-90554,
14,Billed,2016-08-14 09:33:12,37964,949.1
15,Payment,2016-08-26 11:04:23,-63252,
16,Billed,2016-09-14 09:33:12,8911,222.775
17,Payment,2016-09-26 11:04:23,-68475,
18,Billed,2016-10-14 09:33:12,95101,2377.525
19,Payment,2016-10-26 11:04:23,-97556,
20,Billed,2016-11-14 09:33:12,10795,269.875
21,Payment,2016-11-26 11:04:23,-23795,
22,Billed,2016-12-14 09:33:12,56957,1423.925
23,Payment,2016-12-26 11:04:23,-47356,
24,Billed,2017-01-14 09:33:12,51333,1283.325
25,Payment,2017-01-26 11:04:23,-82405,
26,Billed,2017-02-14 09:33:12,4740,118.5
27,Payment,2017-02-26 11:04:23,-30116,
28,Billed,2017-03-14 09:33:12,50750,1268.75
29,Payment,2017-03-26 11:04:23,-15742,
30,Billed,2017-04-14 09:33:12,53190,1329.75
31,Payment,2017-04-26 11:04:23,-52134,
32,Billed,2017-05-14 09:33:12,21858,546.45
33,Payment,2017-05-26 11:04:23,-36510,
34,Billed,2017-06-14 09:33:12,95621,2390.525
35,Payment,2017-06-26 11:04:23,-81211,
36,Billed,2017-07-14 09:33:12,86555,2163.875
37,Payment,2017-07-26 11:04:23,-66762,
38,Billed,2017-08-14 09:33:12,21767,544.175
39,Payment,2017-08-26 11:04:23,-58526,
40,Billed,2017-09-14 09:33:12,36003,900.075
41,Payment,2017-09-26 11:04:23,-8351,
42,Billed,2017-10-14 09:33:12,58018,1450.45
43,Payment,2017-10-26 11:04:23,-11035,
44,Billed,2017-11-14 09:33:12,26754,668.85
45,Payment,2017-11-26 11:04:23,-52462,
46,Billed,2017-12-14 09:33:12,9373,234.325
47,Payment,2017-12-26 11:04:23,-6548,
48,Billed,2018-01-14 09:33:12,99541,2488.525
49,Payment,2018-01-26 11:04:23,-63390,
50,Billed,2018-02-14 09:33:12,6700,167.5
51,Payment,2018-02-26 11:04:23,-59812,
52,Billed,2018-03-14 09:33:12,75604,1890.1
53,Payment,2018-03-26 11:04:23,-74703,
54,Billed,2018-04-14 09:33:12,27912,697.8
55,Payment,2018-04-26 11:04:23,-74053,
56,Billed,2018-05-14 09:33:12,78261,1956.525
57,Payment,2018-05-26 11:04:23,-44204,
58,Billed,2018-06-14 09:33:12,17056,426.4
59,Payment,2018-06-26 11:04:23,-50017,
60,Billed,2018-07-14 09:33:12,2756,68.9
61,Payment,2018-07-26 11:04:23,-17742,
62,Billed,2018-08-14 09:33:12,41007,1025.175
