,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,97584,2439.6
1,Payment,2016-01-26 11:04:23,-78026,
2,Billed,2016-02-14 09:33:12,53677,1341.925
3,Payment,2016-02-26 11:04:23,-93930,
4,Billed,2016-03-14 09:33:12,47533,1188.325
5,Payment,2016-03-26 11:04:23,-61227,
6,Billed,2016-04-14 09:33:12,69430,1735.75
7,Payment,2016-04-26 11:04:23,-18248,
8,Billed,2016-05-14 09:33:12,50510,1262.75
9,Payment,2016-05-26 11:04:23,-49992,
10,Billed,2016-06-14 09:33:12,43259,1081.475
11,Payment,2016-06-26 11:04:23,-83956,
12,Billed,2016-07-14 09:33:12,42296,1057.4
13,Payment,2016-07-26 11:04:23,-81594,
14,Billed,2016-08-14 09:33:12,41686,1042.15
15,Payment,2016-08-26 11:04:23,-67199,
16,Billed,2016-09-14 09:33:12,6818,170.45
17,Payment,2016-09-26 11:04:23,-95309,
18,Billed,2016-10-14 09:33:12,98115,2452.875
19,Payment,2016-10-26 11:04:23,-49648,
20,Billed,2016-11-14 09:33:12,94223,2355.575
21,Payment,2016-11-26 11:04:23,-64232,
22,Billed,2016-12-14 09:33:12,23920,598.0
23,Payment,2016-12-26 11:04:23,-30005,
24,Billed,2017-01-14 09:33:12,63576,1589.4
25,Payment,2017-01-26 11:04:23,-48075,
26,Billed,2017-02-14 09:33:12,46049,1151.225
27,Payment,2017-02-26 11:04:23,-49155,
28,Billed,2017-03-14 09:33:12,10166,254.15
29,Payment,2017-03-26 11:04:23,-25976,
30,Billed,2017-04-14 09:33:12,7794,194.85
31,Payment,2017-04-26 11:04:23,-90318,
32,Billed,2017-05-14 09:33:12,46445,1161.125
33,Payment,2017-05-26 11:04:23,-33735,
34,Billed,2017-06-14 09:33:12,98789,2469.725
35,Payment,2017-06-26 11:04:23,-46953,
36,Billed,2017-07-14 09:33:12,37828,945.7
37,Payment,2017-07-26 11:04:23,-31181,
38,Billed,2017-08-14 09:33:12,81704,2042.6
39,Payment,2017-08-26 11:04:23,-5720,
40,Billed,2017-09-14 09:33:12,60208,1505.2
41,Payment,2017-09-26 11:04:23,-86336,
42,Billed,2017-10-14 09:33:12,17774,444.35
43,Payment,2017-10-26 11:04:23,-66439,
44,Billed,2017-11-14 09:33:12,11789,294.725
45,Payment,2017-11-26 11:04:23,-37518,
46,Billed,2017-12-14 09:33:12,10376,259.4
47,Payment,2017-12-26 11:04:23,-84483,
48,Billed,2018-01-14 09:33:12,14511,362.775
49,Payment,2018-01-26 11:04:23,-29996,
50,Billed,2018-02-14 09:33:12,66699,1667.475
51,Payment,2018-02-26 11:04:23,-61790,
52,Billed,2018-03-14 09:33:12,16620,415.5
53,Payment,2018-03-26 11:04:23,-58249,
54,Billed,2018-04-14 09:33:12,8333,208.325
55,Payment,2018-04-26 11:04:23,-28529,
56,Billed,2018-05-14 09:33:12,77748,1943.7
57,Payment,2018-05-26 11:04:23,-72242,
58,Billed,2018-06-14 09:33:12,51645,1291.125
59,Payment,2018-06-26 11:04:23,-7987,
60,Billed,2018-07-14 09:33:12,79227,1980.675
61,Payment,2018-07-26 11:04:23,-36313,
62,Billed,2018-08-14 09:33:12,58352,1458.8
63,Payment,2018-08-26 11:04:23,-32831,
64,Billed,2018-09-14 09:33:12,20611,515.275
65,Payment,2018-09-26 11:04:23,-90874,
66,Billed,2018-10-14 09:33:12,64211,1605.275
67,Payment,2018-10-26 11:04:23,-34965,
68,Billed,2018-11-14 09:33:12,78457,1961.425
69,Payment,2018-11-26 11:04:23,-75771,
70,Billed,2018-12-14 09:33:12,34630,865.75
71,Payment,2018-12-26 11:04:23,-78522,
72,Billed,2019-01-14 09:33:12,38424,960.6
73,Payment,2019-01-26 11:04:23,-66126,
74,Billed,2019-02-14 09:33:12,78043,1951.075
75,Payment,2019-02-26 11:04:23,-37359,
76,Billed,2019-03-14 09:33:12,73223,1830.575
77,Payment,2019-03-26 11:04:23,-45369,
78,Billed,2019-04-14 09:33:12,67926,1698.15
79,Payment,2019-04-26 11:04:23,-28601,
80,Billed,2019-05-14 09:33:12,69264,1731.6
81,Payment,2019-05-26 11:04:23,-74993,
82,Billed,2019-06-14 09:33:12,77999,1949.975
83,Payment,2019-06-26 11:04:23,-69479,
84,Billed,2019-07-14 09:33:12,33472,836.8
85,Payment,2019-07-26 11:04:23,-92306,
86,Billed,2019-08-14 09:33:12,84159,2103.975
87,Payment,2019-08-26 11:04:23,-48275,
88,Billed,2019-09-14 09:33:12,37697,942.425
89,Payment,2019-09-26 11:04:23,-91749,
90,Billed,2019-10-14 09:33:12,70078,1751.95
91,Payment,2019-10-26 11:04:23,-56629,
92,Billed,2019-11-14 09:33:12,14812,370.3
93,Payment,2019-11-26 11:04:23,-5417,
94,Billed,2019-12-14 09:33:12,29720,743.0
95,Payment,2019-12-26 11:04:23,-88223,
96,Billed,2020-01-14 09:33:12,51372,1284.3
97,Payment,2020-01-26 11:04:23,-44658,
98,Billed,2020-02-14 09:33:12,45865,1146.625
99,Payment,2020-02-26 11:04:23,-69769,
100,Billed,2020-03-14 09:33:12,16515,412.875
101,Payment,2020-03-26 11:04:23,-96913,
102,Billed,2020-04-14 09:33:12,68381,1709.525
103,Payment,2020-04-26 11:04:23,-22713,
104,Billed,2020-05-14 09:33:12,37088,927.2
105,Payment,2020-05-26 11:04:23,-96721,
106,Billed,2020-06-14 09:33:12,39227,980.675
107,Payment,2020-06-26 11:04:23,-85015,
108,Billed,2020-07-14 09:33:12,18215,455.375
109,Payment,2020-07-26 11:04:23,-36588,
110,Billed,2020-08-14 09:33:12,9782,244.55
111,Payment,2020-08-26 11:04:23,-92297,
112,Billed,2020-09-14 09:33:12,46009,1150.225
113,Payment,2020-09-26 11:04:23,-94086,
114,Billed,2020-10-14 09:33:12,85743,2143.575
115,Payment,2020-10-26 11:04:23,-68493,
116,Billed,2020-11-14 09:33:12,44616,1115.4
117,Payment,2020-11-26 11:04:23,-34137,
118,Billed,2020-12-14 09:33:12,65084,1627.1
119,Payment,2020-12-26 11:04:23,-48947,
120,Billed,2021-01-14 09:33:12,71233,1780.825
121,Payment,2021-01-26 11:04:23,-37234,
122,Billed,2021-02-14 09:33:12,39752,993.8
123,Payment,2021-02-26 11:04:23,-31963,
124,Billed,2021-03-14 09:33:12,35496,887.4
125,Payment,2021-03-26 11:04:23,-11763,
126,Billed,2021-04-14 09:33:12,97641,2441.025
127,Payment,2021-04-26 11:04:23,-57858,
128,Billed,2021-05-14 09:33:12,53271,1331.775
129,Payment,2021-05-26 11:04:23,-93453,
130,Billed,2021-06-14 09:33:12,40522,1013.05
131,Payment,2021-06-26 11:04:23,-63377,
132,Billed,2021-07-14 09:33:12,97506,2437.65
133,Payment,2021-07-26 11:04:23,-67301,
134,Billed,2021-08-14 09:33:12,84842,2121.05
135,Payment,2021-08-26 11:04:23,-57235,
136,Billed,2021-09-14 09:33:12,65812,1645.3
137,Payment,2021-09-26 11:04:23,-20381,
138,Billed,2021-10-14 09:33:12,35919,897.975
139,Payment,2021-10-26 11:04:23,-74006,
140,Billed,2021-11-14 09:33:12,76526,1913.15
141,Payment,2021-11-26 11:04:23,-33548,
142,Billed,2021-12-14 09:33:12,2544,63.6
143,Payment,2021-12-26 11:04:23,-95663,
144,Billed,2022-01-14 09:33:12,55391,1384.775
145,Payment,2022-01-26 11:04:23,-49438,
