,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,27281,682.025
1,Payment,2016-01-26 11:04:23,-46981,
2,Billed,2016-02-14 09:33:12,46530,1163.25
3,Payment,2016-02-26 11:04:23,-11949,
4,Billed,2016-03-14 09:33:12,44189,1104.725
5,Payment,2016-03-26 11:04:23,-68127,
6,Billed,2016-04-14 09:33:12,13702,342.55
7,Payment,2016-04-26 11:04:23,-84133,
8,Billed,2016-05-14 09:33:12,25599,639.975
9,Payment,2016-05-26 11:04:23,-11722,
10,Billed,2016-06-14 09:33:12,84505,2112.625
11,Payment,2016-06-26 11:04:23,-79497,
12,Billed,2016-07-14 09:33:12,39480,987.0
13,Payment,2016-07-26 11:04:23,-60291,
14,Billed,2016-08-14 09:33:12,20678,516.95
15,Payment,2016-08-26 11:04:23,-26232,
16,Billed,2016-09-14 09:33:12,18614,465.35
17,Payment,2016-09-26 11:04:23,-14296,
18,Billed,2016-10-14 09:33:12,77431,1935.775
19,Payment,2016-10-26 11:04:23,-90366,
20,Billed,2016-11-14 09:33:12,40990,1024.75
21,Payment,2016-11-26 11:04:23,-36795,
22,Billed,2016-12-14 09:33:12,65326,1633.15
23,Payment,2016-12-26 11:04:23,-74972,
24,Billed,2017-01-14 09:33:12,97081,2427.025
25,Payment,2017-01-26 11:04:23,-71638,
26,Billed,2017-02-14 09:33:12,36624,915.6
27,Payment,2017-02-26 11:04:23,-54807,
28,Billed,2017-03-14 09:33:12,29107,727.675
29,Payment,2017-03-26 11:04:23,-93300,
30,Billed,2017-04-14 09:33:12,47034,1175.85
31,Payment,2017-04-26 11:04:23,-65357,
32,Billed,2017-05-14 09:33:12,8575,214.375
33,Payment,2017-05-26 11:04:23,-80851,
34,Billed,2017-06-14 09:33:12,67196,1679.9
35,Payment,2017-06-26 11:04:23,-20857,
36,Billed,2017-07-14 09:33:12,28691,717.275
37,Payment,2017-07-26 11:04:23,-73529,
38,Billed,2017-08-14 09:33:12,90266,2256.65
39,Payment,2017-08-26 11:04:23,-50606,
40,Billed,2017-09-14 09:33:12,40571,1014.275
41,Payment,2017-09-26 11:04:23,-16127,
42,Billed,2017-10-14 09:33:12,78796,1969.9
43,Payment,2017-10-26 11:04:23,-91684,
44,Billed,2017-11-14 09:33:12,30789,769.725
45,Payment,2017-11-26 11:04:23,-12906,
46,Billed,2017-12-14 09:33:12,77616,1940.4
47,Payment,2017-12-26 11:04:23,-33670,
48,Billed,2018-01-14 09:33:12,47872,1196.8
49,Payment,2018-01-26 11:04:23,-11149,
50,Billed,2018-02-14 09:33:12,99626,2490.65
51,Payment,2018-02-26 11:04:23,-44258,
52,Billed,2018-03-14 09:33:12,88558,2213.95
53,Payment,2018-03-26 11:04:23,-93885,
54,Billed,2018-04-14 09:33:12,27897,697.425
55,Payment,2018-04-26 11:04:23,-99904,
56,Billed,2018-05-14 09:33:12,34617,865.425
57,Payment,2018-05-26 11:04:23,-35905,
58,Billed,2018-06-14 09:33:12,71719,1792.975
59,Payment,2018-06-26 11:04:23,-5513,
60,Billed,2018-07-14 09:33:12,84140,2103.5
61,Payment,2018-07-26 11:04:23,-19700,
62,Billed,2018-08-14 09:33:12,40524,1013.1
63,Payment,2018-08-26 11:04:23,-43321,
64,Billed,2018-09-14 09:33:12,89103,2227.575
65,Payment,2018-09-26 11:04:23,-68102,
66,Billed,2018-10-14 09:33:12,28865,721.625
67,Payment,2018-10-26 11:04:23,-2029,
68,Billed,2018-11-14 09:33:12,61963,1549.075
69,Payment,2018-11-26 11:04:23,-50518,
70,Billed,2018-12-14 09:33:12,65121,1628.025
71,Payment,2018-12-26 11:04:23,-21801,
72,Billed,2019-01-14 09:33:12,43429,1085.725
73,Payment,2019-01-26 11:04:23,-75368,
74,Billed,2019-02-14 09:33:12,83837,2095.925
75,Payment,2019-02-26 11:04:23,-32741,
76,Billed,2019-03-14 09:33:12,67283,1682.075
77,Payment,2019-03-26 11:04:23,-3934,
78,Billed,2019-04-14 09:33:12,88041,2201.025
79,Payment,2019-04-26 11:04:23,-87626,
80,Billed,2019-05-14 09:33:12,96028,2400.7
81,Payment,2019-05-26 11:04:23,-47299,
82,Billed,2019-06-14 09:33:12,54421,1360.525
83,Payment,2019-06-26 11:04:23,-96405,
84,Billed,2019-07-14 09:33:12,9534,238.35
85,Payment,2019-07-26 11:04:23,-75391,
86,Billed,2019-08-14 09:33:12,9280,232.0
87,Payment,2019-08-26 11:04:23,-4308,
88,Billed,2019-09-14 09:33:12,87996,2199.9
89,Payment,2019-09-26 11:04:23,-9868,
90,Billed,2019-10-14 09:33:12,79896,1997.4
91,Payment,2019-10-26 11:04:23,-33062,
92,Billed,2019-11-14 09:33:12,87082,2177.05
93,Payment,2019-11-26 11:04:23,-92410,
94,Billed,2019-12-14 09:33:12,93186,2329.65
95,Payment,2019-12-26 11:04:23,-41315,
96,Billed,2020-01-14 09:33:12,2547,63.675
97,Payment,2020-01-26 11:04:23,-62502,
98,Billed,2020-02-14 09:33:12,16160,404.0
99,Payment,2020-02-26 11:04:23,-7899,
100,Billed,2020-03-14 09:33:12,51301,1282.525
101,Payment,2020-03-26 11:04:23,-54066,
102,Billed,2020-04-14 09:33:12,74227,1855.675
103,Payment,2020-04-26 11:04:23,-90645,
104,Billed,2020-05-14 09:33:12,78001,1950.025
105,Payment,2020-05-26 11:04:23,-58629,
106,Billed,2020-06-14 09:33:12,15291,382.275
107,Payment,2020-06-26 11:04:23,-35066,
108,Billed,2020-07-14 09:33:12,69199,1729.975
109,Payment,2020-07-26 11:04:23,-82303,
110,Billed,2020-08-14 09:33:12,15885,397.125
111,Payment,2020-08-26 11:04:23,-97643,
112,Billed,2020-09-14 09:33:12,47207,1180.175
113,Payment,2020-09-26 11:04:23,-21667,
114,Billed,2020-10-14 09:33:12,81447,2036.175
115,Payment,2020-10-26 11:04:23,-67342,
116,Billed,2020-11-14 09:33:12,88130,2203.25
117,Payment,2020-11-26 11:04:23,-57152,
118,Billed,2020-12-14 09:33:12,42248,1056.2
119,Payment,2020-12-26 11:04:23,-73354,
120,Billed,2021-01-14 09:33:12,57497,1437.425
121,Payment,2021-01-26 11:04:23,-29646,
122,Billed,2021-02-14 09:33:12,66454,1661.35
123,Payment,2021-02-26 11:04:23,-86070,
124,Billed,2021-03-14 09:33:12,84915,2122.875
125,Payment,2021-03-26 11:04:23,-87778,
126,Billed,2021-04-14 09:33:12,48569,1214.225
127,Payment,2021-04-26 11:04:23,-76586,
128,Billed,2021-05-14 09:33:12,31336,783.4
129,Payment,2021-05-26 11:04:23,-73685,
130,Billed,2021-06-14 09:33:12,47175,1179.375
131,Payment,2021-06-26 11:04:23,-19841,
132,Billed,2021-07-14 09:33:12,44672,1116.8
133,Payment,2021-07-26 11:04:23,-7707,
134,Billed,2021-08-14 09:33:12,25989,649.725
135,Payment,2021-08-26 11:04:23,-63746,
136,Billed,2021-09-14 09:33:12,44794,1119.85
137,Payment,2021-09-26 11:04:23,-68107,
138,Billed,2021-10-14 09:33:12,10598,264.95
139,Payment,2021-10-26 11:04:23,-79785,
140,Billed,2021-11-14 09:33:12,54475,1361.875
141,Payment,2021-11-26 11:04:23,-43149,
142,Billed,2021-12-14 09:33:12,9022,225.55
143,Payment,2021-12-26 11:04:23,-37757,
144,Billed,2022-01-14 09:33:12,41756,1043.9
145,Payment,2022-01-26 11:04:23,-54466,
