,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,96062,2401.55
1,Vend,2016-02-14 09:33:12,69899,1747.475
2,Vend,2016-03-14 09:33:12,61495,1537.375
3,Vend,2016-04-14 09:33:12,69497,1737.425
4,Vend,2016-05-14 09:33:12,63754,1593.85
5,Vend,2016-06-14 09:33:12,50893,1272.325
6,Vend,2016-07-14 09:33:12,80039,2000.975
7,Vend,2016-08-14 09:33:12,31298,782.45
8,Vend,2016-09-14 09:33:12,56728,1418.2
9,Vend,2016-10-14 09:33:12,32355,808.875
10,Vend,2016-11-14 09:33:12,68695,1717.375
11,Vend,2016-12-14 09:33:12,32762,819.05
12,Vend,2017-01-14 09:33:12,84952,2123.8
13,Vend,2017-02-14 09:33:12,81625,2040.625
14,Vend,2017-03-14 09:33:12,81813,2045.325
15,Vend,2017-04-14 09:33:12,44511,1112.775
16,Vend,2017-05-14 09:33:12,46870,1171.75
17,Vend,2017-06-14 09:33:12,35170,879.25
18,Vend,2017-07-14 09:33:12,22290,557.25
19,Vend,2017-08-14 09:33:12,2195,54.875
20,Vend,2017-09-14 09:33:12,91146,2278.65
21,Vend,2017-10-14 09:33:12,42364,1059.1
22,Vend,2017-11-14 09:33:12,46709,1167.725
23,Vend,2017-12-14 09:33:12,8775,219.375
24,Vend,2018-01-14 09:33:12,19449,486.225
25,Vend,2018-02-14 09:33:12,34569,864.225
26,Vend,2018-03-14 09:33:12,20810,520.25
27,Vend,2018-04-14 09:33:12,83921,2098.025
28,Vend,2018-05-14 09:33:12,14750,368.75
29,Vend,2018-06-14 09:33:12,37579,939.475
30,Vend,2018-07-14 09:33:12,40354,1008.85
31,Vend,2018-08-14 09:33:12,95169,2379.225
32,Vend,2018-09-14 09:33:12,19768,494.2
33,Vend,2018-10-14 09:33:12,30845,771.125
34,Vend,2018-11-14 09:33:12,15994,399.85
35,Vend,2018-12-14 09:33:12,89695,2242.375
36,Vend,2019-01-14 09:33:12,9632,240.8
37,Vend,2019-02-14 09:33:12,10448,261.2
38,Vend,2019-03-14 09:33:12,63406,1585.15
39,Vend,2019-04-14 09:33:12,5716,142.9
40,Vend,2019-05-14 09:33:12,11484,287.1
41,Vend,2019-06-14 09:33:12,49283,1232.075
42,Vend,2019-07-14 09:33:12,96632,2415.8
43,Vend,2019-08-14 09:33:12,73458,1836.45
44,Vend,2019-09-14 09:33:12,50474,1261.85
45,Vend,2019-10-14 09:33:12,41231,1030.775
46,Vend,2019-11-14 09:33:12,96753,2418.825
47,Vend,2019-12-14 09:33:12,36629,915.725
48,Vend,2020-01-14 09:33:12,33873,846.825
49,Vend,2020-02-14 09:33:12,88251,2206.275
50,Vend,2020-03-14 09:33:12,50528,1263.2
51,Vend,2020-04-14 09:33:12,18942,473.55
52,Vend,2020-05-14 09:33:12,11456,286.4
53,Vend,2020-06-14 09:33:12,83917,2097.925
54,Vend,2020-07-14 09:33:12,93423,2335.575
55,Vend,2020-08-14 09:33:12,20481,512.025
56,Vend,2020-09-14 09:33:12,74918,1872.95
57,Vend,2020-10-14 09:33:12,74577,1864.425
58,Vend,2020-11-14 09:33:12,73999,1849.975
59,Vend,2020-12-14 09:33:12,91316,2282.9
60,Vend,2021-01-14 09:33:12,94064,2351.6
61,Vend,2021-02-14 09:33:12,96647,2416.175
62,Vend,2021-03-14 09:33:12,82460,2061.5
63,Vend,2021-04-14 09:33:12,47237,1180.925
64,Vend,2021-05-14 09:33:12,63739,1593.475
65,Vend,2021-06-14 09:33:12,60447,1511.175
66,Vend,2021-07-14 09:33:12,86116,2152.9
67,Vend,2021-08-14 09:33:12,22558,563.95
68,Vend,2021-09-14 09:33:12,86813,2170.325
69,Vend,2021-10-14 09:33:12,8659,216.475
70,Vend,2021-11-14 09:33:12,26463,661.575
71,Vend,2021-12-14 09:33:12,18771,469.275
72,Vend,2022-01-14 09:33:12,84157,2103.925
