,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,43584,1089.6
1,Vend,2016-02-14 09:33:12,58025,1450.625
2,Vend,2016-03-14 09:33:12,95799,2394.975
3,Vend,2016-04-14 09:33:12,12296,307.4
4,Vend,2016-05-14 09:33:12,51050,1276.25
5,Vend,2016-06-14 09:33:12,27439,685.975
6,Vend,2016-07-14 09:33:12,21919,547.975
7,Vend,2016-08-14 09:33:12,77503,1937.575
8,Vend,2016-09-14 09:33:12,17723,443.075
9,Vend,2016-10-14 09:33:12,11241,281.025
10,Vend,2016-11-14 09:33:12,47985,1199.625
11,Vend,2016-12-14 09:33:12,32416,810.4
12,Vend,2017-01-14 09:33:12,67173,1679.325
13,Vend,2017-02-14 09:33:12,74556,1863.9
14,Vend,2017-03-14 09:33:12,53870,1346.75
15,Vend,2017-04-14 09:33:12,74982,1874.55
16,Vend,2017-05-14 09:33:12,11592,289.8
17,Vend,2017-06-14 09:33:12,95342,2383.55
18,Vend,2017-07-14 09:33:12,61289,1532.225
19,Vend,2017-08-14 09:33:12,49924,1248.1
20,Vend,2017-09-14 09:33:12,11682,292.05
21,Vend,2017-10-14 09:33:12,68084,1702.1
22,Vend,2017-11-14 09:33:12,66421,1660.525
23,Vend,2017-12-14 09:33:12,31683,792.075
24,Vend,2018-01-14 09:33:12,79545,1988.625
25,Vend,2018-02-14 09:33:12,96209,2405.225
26,Vend,2018-03-14 09:33:12,3509,87.725
27,Vend,2018-04-14 09:33:12,63157,1578.925
28,Vend,2018-05-14 09:33:12,61614,1540.35
29,Vend,2018-06-14 09:33:12,64481,1612.025
30,Vend,2018-07-14 09:33:12,75641,1891.025
31,Vend,2018-08-14 09:33:12,59844,1496.1
32,Vend,2018-09-14 09:33:12,31462,786.55
33,Vend,2018-10-14 09:33:12,72856,1821.4
34,Vend,2018-11-14 09:33:12,30697,767.425
35,Vend,2018-12-14 09:33:12,28728,718.2
36,Vend,2019-01-14 09:33:12,92217,2305.425
37,Vend,2019-02-14 09:33:12,9065,226.625
38,Vend,2019-03-14 09:33:12,28972,724.3
39,Vend,2019-04-14 09:33:12,66060,1651.5
40,Vend,2019-05-14 09:33:12,10633,265.825
41,Vend,2019-06-14 09:33:12,8460,211.5
42,Vend,2019-07-14 09:33:12,50266,1256.65
43,Vend,2019-08-14 09:33:12,32066,801.65
44,Vend,2019-09-14 09:33:12,29550,738.75
45,Vend,2019-10-14 09:33:12,48909,1222.725
46,Vend,2019-11-14 09:33:12,46453,1161.325
47,Vend,2019-12-14 09:33:12,19350,483.75
48,Vend,2020-01-14 09:33:12,52758,1318.95
49,Vend,2020-02-14 09:33:12,70904,1772.6
50,Vend,2020-03-14 09:33:12,46655,1166.375
51,Vend,2020-04-14 09:33:12,58148,1453.7
52,Vend,2020-05-14 09:33:12,44935,1123.375
53,Vend,2020-06-14 09:33:12,45863,1146.575
54,Vend,2020-07-14 09:33:12,64414,1610.35
55,Vend,2020-08-14 09:33:12,64031,1600.775
56,Vend,2020-09-14 09:33:12,71754,1793.85
57,Vend,2020-10-14 09:33:12,96815,2420.375
58,Vend,2020-11-14 09:33:12,64042,1601.05
59,Vend,2020-12-14 09:33:12,65148,1628.7
60,Vend,2021-01-14 09:33:12,98866,2471.65
61,Vend,2021-02-14 09:33:12,53539,1338.475
62,Vend,2021-03-14 09:33:12,28941,723.525
63,Vend,2021-04-14 09:33:12,70565,1764.125
64,Vend,2021-05-14 09:33:12,49917,1247.925
65,Vend,2021-06-14 09:33:12,41432,1035.8
66,Vend,2021-07-14 09:33:12,69684,1742.1
67,Vend,2021-08-14 09:33:12,24397,609.925
68,Vend,2021-09-14 09:33:12,47181,1179.525
69,Vend,2021-10-14 09:33:12,34760,869.0
70,Vend,2021-11-14 09:33:12,60004,1500.1
71,Vend,2021-12-14 09:33:12,75368,1884.2
72,Vend,2022-01-14 09:33:12,53635,1340.875
