,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,18571,464.275
1,Payment,2016-01-26 11:04:23,-53110,
2,Billed,2016-02-14 09:33:12,9335,233.375
3,Payment,2016-02-26 11:04:23,-64300,
4,Billed,2016-03-14 09:33:12,25952,648.8
5,Payment,2016-03-26 11:04:23,-66731,
6,Billed,2016-04-14 09:33:12,94970,2374.25
7,Payment,2016-04-26 11:04:23,-21689,
8,Billed,2016-05-14 09:33:12,67377,1684.425
9,Payment,2016-05-26 11:04:23,-11612,
10,Billed,2016-06-14 09:33:12,6771,169.275
11,Payment,2016-06-26 11:04:23,-2775,
12,Billed,2016-07-14 09:33:12,38398,959.95
13,Payment,2016-07-26 11:04:23,-55331,
14,Billed,2016-08-14 09:33:12,93585,2339.625
15,Payment,2016-08-26 11:04:23,-86427,
16,Billed,2016-09-14 09:33:12,52178,1304.45
17,Payment,2016-09-26 11:04:23,-17235,
18,Billed,2016-10-14 09:33:12,20668,516.7
19,Payment,2016-10-26 11:04:23,-2543,
20,Billed,2016-11-14 09:33:12,22868,571.7
21,Payment,2016-11-26 11:04:23,-6543,
22,Billed,2016-12-14 09:33:12,89418,2235.45
23,Payment,2016-12-26 11:04:23,-28338,
24,Billed,2017-01-14 09:33:12,6837,170.925
25,Payment,2017-01-26 11:04:23,-26357,
26,Billed,2017-02-14 09:33:12,75692,1892.3
27,Payment,2017-02-26 11:04:23,-64617,
28,Billed,2017-03-14 09:33:12,25435,635.875
29,Payment,2017-03-26 11:04:23,-85858,
30,Billed,2017-04-14 09:33:12,38761,969.025
31,Payment,2017-04-26 11:04:23,-55959,
32,Billed,2017-05-14 09:33:12,73475,1836.875
33,Payment,2017-05-26 11:04:23,-52371,
34,Billed,2017-06-14 09:33:12,47699,1192.475
35,Payment,2017-06-26 11:04:23,-59673,
36,Billed,2017-07-14 09:33:12,41263,1031.575
37,Payment,2017-07-26 11:04:23,-61548,
38,Billed,2017-08-14 09:33:12,19094,477.35
39,Payment,2017-08-26 11:04:23,-19337,
40,Billed,2017-09-14 09:33:12,41921,1048.025
41,Payment,2017-09-26 11:04:23,-14783,
42,Billed,2017-10-14 09:33:12,74951,1873.775
43,Payment,2017-10-26 11:04:23,-55359,
44,Billed,2017-11-14 09:33:12,89685,2242.125
45,Payment,2017-11-26 11:04:23,-35492,
46,Billed,2017-12-14 09:33:12,70806,1770.15
47,Payment,2017-12-26 11:04:23,-47858,
48,Billed,2018-01-14 09:33:12,12732,318.3
49,Payment,2018-01-26 11:04:23,-82056,
50,Billed,2018-02-14 09:33:12,45524,1138.1
51,Payment,2018-02-26 11:04:23,-25783,
52,Billed,2018-03-14 09:33:12,65117,1627.925
53,Payment,2018-03-26 11:04:23,-96460,
54,Billed,2018-04-14 09:33:12,46296,1157.4
55,Payment,2018-04-26 11:04:23,-8730,
56,Billed,2018-05-14 09:33:12,61144,1528.6
57,Payment,2018-05-26 11:04:23,-67892,
58,Billed,2018-06-14 09:33:12,33339,833.475
59,Payment,2018-06-26 11:04:23,-11650,
60,Billed,2018-07-14 09:33:12,97247,2431.175
61,Payment,2018-07-26 11:04:23,-24250,
62,Billed,2018-08-14 09:33:12,73761,1844.025
63,Payment,2018-08-26 11:04:23,-53182,
64,Billed,2018-09-14 09:33:12,38613,965.325
65,Payment,2018-09-26 11:04:23,-49066,
66,Billed,2018-10-14 09:33:12,32539,813.475
67,Payment,2018-10-26 11:04:23,-72619,
68,Billed,2018-11-14 09:33:12,36726,918.15
69,Payment,2018-11-26 11:04:23,-57080,
70,Billed,2018-12-14 09:33:12,35333,883.325
71,Payment,2018-12-26 11:04:23,-34060,
72,Billed,2019-01-14 09:33:12,9673,241.825
73,Payment,2019-01-26 11:04:23,-92757,
74,Billed,2019-02-14 09:33:12,2901,72.525
75,Payment,2019-02-26 11:04:23,-18372,
76,Billed,2019-03-14 09:33:12,59756,1493.9
77,Payment,2019-03-26 11:04:23,-62386,
78,Billed,2019-04-14 09:33:12,79779,1994.475
79,Payment,2019-04-26 11:04:23,-59787,
80,Billed,2019-05-14 09:33:12,13416,335.4
81,Payment,2019-05-26 11:04:23,-81113,
82,Billed,2019-06-14 09:33:12,94218,2355.45
83,Payment,2019-06-26 11:04:23,-68617,
84,Billed,2019-07-14 09:33:12,97203,2430.075
85,Payment,2019-07-26 11:04:23,-97438,
86,Billed,2019-08-14 09:33:12,64711,1617.775
87,Payment,2019-08-26 11:04:23,-57427,
88,Billed,2019-09-14 09:33:12,91074,2276.85
89,Payment,2019-09-26 11:04:23,-81177,
90,Billed,2019-10-14 09:33:12,90597,2264.925
91,Payment,2019-10-26 11:04:23,-39495,
92,Billed,2019-11-14 09:33:12,55351,1383.775
93,Payment,2019-11-26 11:04:23,-15496,
94,Billed,2019-12-14 09:33:12,74753,1868.825
95,Payment,2019-12-26 11:04:23,-4710,
96,Billed,2020-01-14 09:33:12,90456,2261.4
97,Payment,2020-01-26 11:04:23,-24950,
98,Billed,2020-02-14 09:33:12,98505,2462.625
99,Payment,2020-02-26 11:04:23,-21633,
100,Billed,2020-03-14 09:33:12,82923,2073.075
101,Payment,2020-03-26 11:04:23,-67815,
102,Billed,2020-04-14 09:33:12,51239,1280.975
103,Payment,2020-04-26 11:04:23,-41225,
104,Billed,2020-05-14 09:33:12,92918,2322.95
105,Payment,2020-05-26 11:04:23,-95990,
106,Billed,2020-06-14 09:33:12,62019,1550.475
107,Payment,2020-06-26 11:04:23,-99116,
108,Billed,2020-07-14 09:33:12,55370,1384.25
109,Payment,2020-07-26 11:04:23,-84282,
110,Billed,2020-08-14 09:33:12,19797,494.925
111,Payment,2020-08-26 11:04:23,-82872,
112,Billed,2020-09-14 09:33:12,75200,1880.0
113,Payment,2020-09-26 11:04:23,-38059,
114,Billed,2020-10-14 09:33:12,16735,418.375
115,Payment,2020-10-26 11:04:23,-68103,
116,Billed,2020-11-14 09:33:12,31901,797.525
117,Payment,2020-11-26 11:04:23,-42172,
118,Billed,2020-12-14 09:33:12,32427,810.675
119,Payment,2020-12-26 11:04:23,-65792,
120,Billed,2021-01-14 09:33:12,23308,582.7
121,Payment,2021-01-26 11:04:23,-75581,
122,Billed,2021-02-14 09:33:12,71750,1793.75
123,Payment,2021-02-26 11:04:23,-30669,
124,Billed,2021-03-14 09:33:12,59231,1480.775
125,Payment,2021-03-26 11:04:23,-31830,
126,Billed,2021-04-14 09:33:12,21697,542.425
127,Payment,2021-04-26 11:04:23,-97366,
128,Billed,2021-05-14 09:33:12,83516,2087.9
129,Payment,2021-05-26 11:04:23,-27075,
130,Billed,2021-06-14 09:33:12,71545,1788.625
131,Payment,2021-06-26 11:04:23,-45430,
132,Billed,2021-07-14 09:33:12,55848,1396.2
133,Payment,2021-07-26 11:04:23,-12042,
134,Billed,2021-08-14 09:33:12,89394,2234.85
135,Payment,2021-08-26 11:04:23,-7366,
136,Billed,2021-09-14 09:33:12,20909,522.725
137,Payment,2021-09-26 11:04:23,-23602,
138,Billed,2021-10-14 09:33:12,42095,1052.375
139,Payment,2021-10-26 11:04:23,-49062,
140,Billed,2021-11-14 09:33:12,67549,1688.725
141,Payment,2021-11-26 11:04:23,-52058,
142,Billed,2021-12-14 09:33:12,64986,1624.65
143,Payment,2021-12-26 11:04:23,-98272,
144,Billed,2022-01-14 09:33:12,9607,240.175
145,Payment,2022-01-26 11:04:23,-82888,
