,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,52141,1303.525
1,Vend,2016-02-14 09:33:12,5942,148.55
2,Vend,2016-03-14 09:33:12,23367,584.175
3,Vend,2016-04-14 09:33:12,62611,1565.275
4,Vend,2016-05-14 09:33:12,84479,2111.975
5,Vend,2016-06-14 09:33:12,12174,304.35
6,Vend,2016-07-14 09:33:12,33931,848.275
7,Vend,2016-08-14 09:33:12,82314,2057.85
8,Vend,2016-09-14 09:33:12,21066,526.65
9,Vend,2016-10-14 09:33:12,73649,1841.225
10,Vend,2016-11-14 09:33:12,20612,515.3
11,Vend,2016-12-14 09:33:12,64183,1604.575
12,Vend,2017-01-14 09:33:12,94662,2366.55
13,Vend,2017-02-14 09:33:12,8928,223.2
14,Vend,2017-03-14 09:33:12,36324,908.1
15,Vend,2017-04-14 09:33:12,58326,1458.15
16,Vend,2017-05-14 09:33:12,71338,1783.45
17,Vend,2017-06-14 09:33:12,62257,1556.425
18,Vend,2017-07-14 09:33:12,10303,257.575
19,Vend,2017-08-14 09:33:12,32889,822.225
20,Vend,2017-09-14 09:33:12,34275,856.875
21,Vend,2017-10-14 09:33:12,83429,2085.725
22,Vend,2017-11-14 09:33:12,13328,333.2
23,Vend,2017-12-14 09:33:12,95371,2384.275
24,Vend,2018-01-14 09:33:12,46712,1167.8
25,Vend,2018-02-14 09:33:12,29331,733.275
26,Vend,2018-03-14 09:33:12,50959,1273.975
27,Vend,2018-04-14 09:33:12,16088,402.2
28,Vend,2018-05-14 09:33:12,45824,1145.6
29,Vend,2018-06-14 09:33:12,44913,1122.825
30,Vend,2018-07-14 09:33:12,93632,2340.8
31,Vend,2018-08-14 09:33:12,29355,733.875
32,Vend,2018-09-14 09:33:12,38584,964.6
33,Vend,2018-10-14 09:33:12,33363,834.075
34,Vend,2018-11-14 09:33:12,73838,1845.95
35,Vend,2018-12-14 09:33:12,56559,1413.975
36,Vend,2019-01-14 09:33:12,73030,1825.75
37,Vend,2019-02-14 09:33:12,3631,90.775
38,Vend,2019-03-14 09:33:12,43972,1099.3
39,Vend,2019-04-14 09:33:12,87601,2190.025
40,Vend,2019-05-14 09:33:12,84255,2106.375
41,Vend,2019-06-14 09:33:12,44310,1107.75
42,Vend,2019-07-14 09:33:12,57981,1449.525
43,Vend,2019-08-14 09:33:12,82370,2059.25
44,Vend,2019-09-14 09:33:12,53887,1347.175
45,Vend,2019-10-14 09:33:12,13205,330.125
46,Vend,2019-11-14 09:33:12,88865,2221.625
47,Vend,2019-12-14 09:33:12,90710,2267.75
48,Vend,2020-01-14 09:33:12,25295,632.375
49,Vend,2020-02-14 09:33:12,92426,2310.65
50,Vend,2020-03-14 09:33:12,14308,357.7
51,Vend,2020-04-14 09:33:12,19817,495.425
52,Vend,2020-05-14 09:33:12,6452,161.3
53,Vend,2020-06-14 09:33:12,98398,2459.95
54,Vend,2020-07-14 09:33:12,55570,1389.25
55,Vend,2020-08-14 09:33:12,76924,1923.1
56,Vend,2020-09-14 09:33:12,97227,2430.675
57,Vend,2020-10-14 09:33:12,8562,214.05
58,Vend,2020-11-14 09:33:12,5319,132.975
59,Vend,2020-12-14 09:33:12,35558,888.95
60,Vend,2021-01-14 09:33:12,34900,872.5
61,Vend,2021-02-14 09:33:12,83342,2083.55
62,Vend,2021-03-14 09:33:12,18760,469.0
63,Vend,2021-04-14 09:33:12,72579,1814.475
64,Vend,2021-05-14 09:33:12,15156,378.9
65,Vend,2021-06-14 09:33:12,50626,1265.65
66,Vend,2021-07-14 09:33:12,44195,1104.875
67,Vend,2021-08-14 09:33:12,10570,264.25
68,Vend,2021-09-14 09:33:12,30512,762.8
69,Vend,2021-10-14 09:33:12,90026,2250.65
70,Vend,2021-11-14 09:33:12,35176,879.4
71,Vend,2021-12-14 09:33:12,35811,895.275
72,Vend,2022-01-14 09:33:12,52882,1322.05
