,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,37169,929.225
1,Payment,2016-01-26 11:04:23,-59427,
2,Billed,2016-02-14 09:33:12,67598,1689.95
3,Payment,2016-02-26 11:04:23,-97756,
4,Billed,2016-03-14 09:33:12,32505,812.625
5,Payment,2016-03-26 11:04:23,-87493,
6,Billed,2016-04-14 09:33:12,64008,1600.2
7,Payment,2016-04-26 11:04:23,-5973,
8,Billed,2016-05-14 09:33:12,27749,693.725
9,Payment,2016-05-26 11:04:23,-91358,
10,Billed,2016-06-14 09:33:12,38315,957.875
11,Payment,2016-06-26 11:04:23,-19303,
12,Billed,2016-07-14 09:33:12,16739,418.475
13,Payment,2016-07-26 11:04:23,-9235,
14,Billed,2016-08-14 09:33:12,57308,1432.7
15,Payment,2016-08-26 11:04:23,-53129,
16,Billed,2016-09-14 09:33:12,67863,1696.575
17,Payment,2016-09-26 11:04:23,-74993,
18,Billed,2016-10-14 09:33:12,55673,1391.825
19,Payment,2016-10-26 11:04:23,-65083,
20,Billed,2016-11-14 09:33:12,63658,1591.45
21,Payment,2016-11-26 11:04:23,-90797,
22,Billed,2016-12-14 09:33:12,52239,1305.975
23,Payment,2016-12-26 11:04:23,-20769,
24,Billed,2017-01-14 09:33:12,86322,2158.05
25,Payment,2017-01-26 11:04:23,-6764,
26,Billed,2017-02-14 09:33:12,84603,2115.075
27,Payment,2017-02-26 11:04:23,-72190,
28,Billed,2017-03-14 09:33:12,86366,2159.15
29,Payment,2017-03-26 11:04:23,-39536,
30,Billed,2017-04-14 09:33:12,32527,813.175
31,Payment,2017-04-26 11:04:23,-31964,
32,Billed,2017-05-14 09:33:12,67409,1685.225
33,Payment,2017-05-26 11:04:23,-8882,
34,Billed,2017-06-14 09:33:12,88611,2215.275
35,Payment,2017-06-26 11:04:23,-93635,
36,Billed,2017-07-14 09:33:12,64759,1618.975
37,Payment,2017-07-26 11:04:23,-70274,
38,Billed,2017-08-14 09:33:12,62580,1564.5
39,Payment,2017-08-26 11:04:23,-58473,
40,Billed,2017-09-14 09:33:12,72000,1800.0
41,Payment,2017-09-26 11:04:23,-98259,
42,Billed,2017-10-14 09:33:12,34972,874.3
43,Payment,2017-10-26 11:04:23,-86828,
44,Billed,2017-11-14 09:33:12,40236,1005.9
45,Payment,2017-11-26 11:04:23,-75492,
46,Billed,2017-12-14 09:33:12,20252,506.3
47,Payment,2017-12-26 11:04:23,-44472,
48,Billed,2018-01-14 09:33:12,94823,2370.575
49,Payment,2018-01-26 11:04:23,-12982,
50,Billed,2018-02-14 09:33:12,48652,1216.3
51,Payment,2018-02-26 11:04:23,-51347,
52,Billed,2018-03-14 09:33:12,29662,741.55
53,Payment,2018-03-26 11:04:23,-81548,
54,Billed,2018-04-14 09:33:12,82470,2061.75
55,Payment,2018-04-26 11:04:23,-71683,
56,Billed,2018-05-14 09:33:12,84212,2105.3
57,Payment,2018-05-26 11:04:23,-95578,
58,Billed,2018-06-14 09:33:12,61360,1534.0
59,Payment,2018-06-26 11:04:23,-94092,
60,Billed,2018-07-14 09:33:12,71542,1788.55
61,Payment,2018-07-26 11:04:23,-20128,
62,Billed,2018-08-14 09:33:12,67391,1684.775
63,Payment,2018-08-26 11:04:23,-18000,
64,Billed,2018-09-14 09:33:12,71667,1791.675
65,Payment,2018-09-26 11:04:23,-4269,
66,Billed,2018-10-14 09:33:12,78464,1961.6
67,Payment,2018-10-26 11:04:23,-82141,
68,Billed,2018-11-14 09:33:12,2902,72.55
69,Payment,2018-11-26 11:04:23,-55429,
70,Billed,2018-12-14 09:33:12,55498,1387.45
71,Payment,2018-12-26 11:04:23,-49876,
72,Billed,2019-01-14 09:33:12,4377,109.425
73,Payment,2019-01-26 11:04:23,-8358,
74,Billed,2019-02-14 09:33:12,81835,2045.875
75,Payment,2019-02-26 11:04:23,-73042,
76,Billed,2019-03-14 09:33:12,18236,455.9
77,Payment,2019-03-26 11:04:23,-9393,
78,Billed,2019-04-14 09:33:12,82233,2055.825
79,Payment,2019-04-26 11:04:23,-62655,
80,Billed,2019-05-14 09:33:12,26545,663.625
81,Payment,2019-05-26 11:04:23,-48671,
82,Billed,2019-06-14 09:33:12,62101,1552.525
83,Payment,2019-06-26 11:04:23,-56490,
84,Billed,2019-07-14 09:33:12,90107,2252.675
85,Payment,2019-07-26 11:04:23,-16477,
86,Billed,2019-08-14 09:33:12,51881,1297.025
87,Payment,2019-08-26 11:04:23,-11087,
88,Billed,2019-09-14 09:33:12,36199,904.975
89,Payment,2019-09-26 11:04:23,-21164,
90,Billed,2019-10-14 09:33:12,37131,928.275
91,Payment,2019-10-26 11:04:23,-31095,
92,Billed,2019-11-14 09:33:12,44916,1122.9
93,Payment,2019-11-26 11:04:23,-44582,
94,Billed,2019-12-14 09:33:12,59913,1497.825
95,Payment,2019-12-26 11:04:23,-81270,
96,Billed,2020-01-14 09:33:12,29391,734.775
97,Payment,2020-01-26 11:04:23,-68039,
98,Billed,2020-02-14 09:33:12,64254,1606.35
99,Payment,2020-02-26 11:04:23,-68030,
100,Billed,2020-03-14 09:33:12,42830,1070.75
101,Payment,2020-03-26 11:04:23,-31784,
102,Billed,2020-04-14 09:33:12,50045,1251.125
103,Payment,2020-04-26 11:04:23,-51331,
104,Billed,2020-05-14 09:33:12,59905,1497.625
105,Payment,2020-05-26 11:04:23,-84278,
106,Billed,2020-06-14 09:33:12,24438,610.95
107,Payment,2020-06-26 11:04:23,-58018,
108,Billed,2020-07-14 09:33:12,66254,1656.35
109,Payment,2020-07-26 11:04:23,-60412,
110,Billed,2020-08-14 09:33:12,16015,400.375
111,Payment,2020-08-26 11:04:23,-99176,
112,Billed,2020-09-14 09:33:12,73968,1849.2
113,Payment,2020-09-26 11:04:23,-54858,
114,Billed,2020-10-14 09:33:12,9991,249.775
115,Payment,2020-10-26 11:04:23,-26865,
116,Billed,2020-11-14 09:33:12,3999,99.975
117,Payment,2020-11-26 11:04:23,-54694,
118,Billed,2020-12-14 09:33:12,70691,1767.275
119,Payment,2020-12-26 11:04:23,-72261,
120,Billed,2021-01-14 09:33:12,13975,349.375
121,Payment,2021-01-26 11:04:23,-10564,
122,Billed,2021-02-14 09:33:12,17345,433.625
123,Payment,2021-02-26 11:04:23,-55417,
124,Billed,2021-03-14 09:33:12,41286,1032.15
125,Payment,2021-03-26 11:04:23,-26983,
126,Billed,2021-04-14 09:33:12,73212,1830.3
127,Payment,2021-04-26 11:04:23,-26677,
128,Billed,2021-05-14 09:33:12,74020,1850.5
129,Payment,2021-05-26 11:04:23,-35903,
130,Billed,2021-06-14 09:33:12,82259,2056.475
131,Payment,2021-06-26 11:04:23,-41136,
132,Billed,2021-07-14 09:33:12,27452,686.3
133,Payment,2021-07-26 11:04:23,-77456,
134,Billed,2021-08-14 09:33:12,24795,619.875
135,Payment,2021-08-26 11:04:23,-40379,
136,Billed,2021-09-14 09:33:12,30126,753.15
137,Payment,2021-09-26 11:04:23,-43095,
138,Billed,2021-10-14 09:33:12,9283,232.075
139,Payment,2021-10-26 11:04:23,-48755,
140,Billed,2021-11-14 09:33:12,16543,413.575
141,Payment,2021-11-26 11:04:23,-96535,
142,Billed,2021-12-14 09:33:12,94298,2357.45
143,Payment,2021-12-26 11:04:23,-84632,
144,Billed,2022-01-14 09:33:12,38073,951.825
145,Payment,2022-01-26 11:04:23,-60992,
