,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,56672,1416.8
1,Vend,2016-02-14 09:33:12,23323,583.075
2,Vend,2016-03-14 09:33:12,96818,2420.45
3,Vend,2016-04-14 09:33:12,35935,898.375
4,Vend,2016-05-14 09:33:12,29769,744.225
5,Vend,2016-06-14 09:33:12,39627,990.675
6,Vend,2016-07-14 09:33:12,42397,1059.925
7,Vend,2016-08-14 09:33:12,54342,1358.55
8,Vend,2016-09-14 09:33:12,87851,2196.275
9,Vend,2016-10-14 09:33:12,86726,2168.15
10,Vend,2016-11-14 09:33:12,43126,1078.15
11,Vend,2016-12-14 09:33:12,65680,1642.0
12,Vend,2017-01-14 09:33:12,48798,1219.95
13,Vend,2017-02-14 09:33:12,34060,851.5
14,Vend,2017-03-14 09:33:12,9939,248.475
15,Vend,2017-04-14 09:33:12,26877,671.925
16,Vend,2017-05-14 09:33:12,32761,819.025
17,Vend,2017-06-14 09:33:12,78832,1970.8
18,Vend,2017-07-14 09:33:12,89853,2246.325
19,Vend,2017-08-14 09:33:12,37604,940.1
20,Vend,2017-09-14 09:33:12,61677,1541.925
21,Vend,2017-10-14 09:33:12,98548,2463.7
22,Vend,2017-11-14 09:33:12,11345,283.625
23,Vend,2017-12-14 09:33:12,40465,1011.625
24,Vend,2018-01-14 09:33:12,10523,263.075
25,Vend,2018-02-14 09:33:12,23348,583.7
26,Vend,2018-03-14 09:33:12,21782,544.55
27,Vend,2018-04-14 09:33:12,36250,906.25
28,Vend,2018-05-14 09:33:12,93026,2325.65
29,Vend,2018-06-14 09:33:12,45132,1128.3
30,Vend,2018-07-14 09:33:12,57113,1427.825
31,Vend,2018-08-14 09:33:12,24235,605.875
32,Vend,2018-09-14 09:33:12,38778,969.45
33,Vend,2018-10-14 09:33:12,41007,1025.175
34,Vend,2018-11-14 09:33:12,16420,410.5
35,Vend,2018-12-14 09:33:12,86883,2172.075
36,Vend,2019-01-14 09:33:12,16776,419.4
37,Vend,2019-02-14 09:33:12,56578,1414.45
38,Vend,2019-03-14 09:33:12,32315,807.875
39,Vend,2019-04-14 09:33:12,43344,1083.6
40,Vend,2019-05-14 09:33:12,7514,187.85
41,Vend,2019-06-14 09:33:12,49566,1239.15
42,Vend,2019-07-14 09:33:12,90615,2265.375
43,Vend,2019-08-14 09:33:12,14476,361.9
44,Vend,2019-09-14 09:33:12,47248,1181.2
45,Vend,2019-10-14 09:33:12,33691,842.275
46,Vend,2019-11-14 09:33:12,8706,217.65
47,Vend,2019-12-14 09:33:12,35075,876.875
48,Vend,2020-01-14 09:33:12,45868,1146.7
49,Vend,2020-02-14 09:33:12,40278,1006.95
50,Vend,2020-03-14 09:33:12,83637,2090.925
51,Vend,2020-04-14 09:33:12,12164,304.1
52,Vend,2020-05-14 09:33:12,58291,1457.275
53,Vend,2020-06-14 09:33:12,72781,1819.525
54,Vend,2020-07-14 09:33:12,17213,430.325
55,Vend,2020-08-14 09:33:12,75035,1875.875
56,Vend,2020-09-14 09:33:12,45287,1132.175
57,Vend,2020-10-14 09:33:12,66176,1654.4
58,Vend,2020-11-14 09:33:12,68391,1709.775
59,Vend,2020-12-14 09:33:12,25070,626.75
60,Vend,2021-01-14 09:33:12,55246,1381.15
61,Vend,2021-02-14 09:33:12,84135,2103.375
62,Vend,2021-03-14 09:33:12,30741,768.525
63,Vend,2021-04-14 09:33:12,30305,757.625
64,Vend,2021-05-14 09:33:12,99012,2475.3
65,Vend,2021-06-14 09:33:12,69005,1725.125
66,Vend,2021-07-14 09:33:12,82205,2055.125
67,Vend,2021-08-14 09:33:12,83288,2082.2
68,Vend,2021-09-14 09:33:12,61132,1528.3
69,Vend,2021-10-14 09:33:12,10648,266.2
70,Vend,2021-11-14 09:33:12,15079,376.975
71,Vend,2021-12-14 09:33:12,18255,456.375
72,Vend,2022-01-14 09:33:12,3485,87.125
