,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,85150,2128.75
1,Vend,2016-02-14 09:33:12,96619,2415.475
2,Vend,2016-03-14 09:33:12,49009,1225.225
3,Vend,2016-04-14 09:33:12,54003,1350.075
4,Vend,2016-05-14 09:33:12,37708,942.7
5,Vend,2016-06-14 09:33:12,52878,1321.95
6,Vend,2016-07-14 09:33:12,73542,1838.55
7,Vend,2016-08-14 09:33:12,26064,651.6
8,Vend,2016-09-14 09:33:12,74841,1871.025
9,Vend,2016-10-14 09:33:12,38868,971.7
10,Vend,2016-11-14 09:33:12,48167,1204.175
11,Vend,2016-12-14 09:33:12,91201,2280.025
12,Vend,2017-01-14 09:33:12,79705,1992.625
13,Vend,2017-02-14 09:33:12,76638,1915.95
14,Vend,2017-03-14 09:33:12,98765,2469.125
15,Vend,2017-04-14 09:33:12,57009,1425.225
16,Vend,2017-05-14 09:33:12,58667,1466.675
17,Vend,2017-06-14 09:33:12,62384,1559.6
18,Vend,2017-07-14 09:33:12,58470,1461.75
19,Vend,2017-08-14 09:33:12,54765,1369.125
20,Vend,2017-09-14 09:33:12,2117,52.925
21,Vend,2017-10-14 09:33:12,67519,1687.975
22,Vend,2017-11-14 09:33:12,22281,557.025
23,Vend,2017-12-14 09:33:12,56691,1417.275
24,Vend,2018-01-14 09:33:12,76997,1924.925
25,Vend,2018-02-14 09:33:12,44663,1116.575
26,Vend,2018-03-14 09:33:12,4835,120.875
27,Vend,2018-04-14 09:33:12,89336,2233.4
28,Vend,2018-05-14 09:33:12,71855,1796.375
29,Vend,2018-06-14 09:33:12,40896,1022.4
30,Vend,2018-07-14 09:33:12,57805,1445.125
31,Vend,2018-08-14 09:33:12,92190,2304.75
32,Vend,2018-09-14 09:33:12,31483,787.075
33,Vend,2018-10-14 09:33:12,63662,1591.55
34,Vend,2018-11-14 09:33:12,65894,1647.35
35,Vend,2018-12-14 09:33:12,66496,1662.4
36,Vend,2019-01-14 09:33:12,63278,1581.95
37,Vend,2019-02-14 09:33:12,32727,818.175
38,Vend,2019-03-14 09:33:12,55208,1380.2
39,Vend,2019-04-14 09:33:12,44905,1122.625
40,Vend,2019-05-14 09:33:12,56656,1416.4
41,Vend,2019-06-14 09:33:12,17602,440.05
42,Vend,2019-07-14 09:33:12,97840,2446.0
43,Vend,2019-08-14 09:33:12,35698,892.45
44,Vend,2019-09-14 09:33:12,25578,639.45
45,Vend,2019-10-14 09:33:12,47567,1189.175
46,Vend,2019-11-14 09:33:12,22641,566.025
47,Vend,2019-12-14 09:33:12,88676,2216.9
48,Vend,2020-01-14 09:33:12,26424,660.6
49,Vend,2020-02-14 09:33:12,69212,1730.3
50,Vend,2020-03-14 09:33:12,78234,1955.85
51,Vend,2020-04-14 09:33:12,19837,495.925
52,Vend,2020-05-14 09:33:12,41651,1041.275
53,Vend,2020-06-14 09:33:12,52650,1316.25
54,Vend,2020-07-14 09:33:12,35681,892.025
55,Vend,2020-08-14 09:33:12,76373,1909.325
56,Vend,2020-09-14 09:33:12,38461,961.525
57,Vend,2020-10-14 09:33:12,88933,2223.325
58,Vend,2020-11-14 09:33:12,49404,1235.1
59,Vend,2020-12-14 09:33:12,62833,1570.825
60,Vend,2021-01-14 09:33:12,61722,1543.05
61,Vend,2021-02-14 09:33:12,29401,735.025
62,Vend,2021-03-14 09:33:12,48690,1217.25
63,Vend,2021-04-14 09:33:12,16047,401.175
64,Vend,2021-05-14 09:33:12,95354,2383.85
65,Vend,2021-06-14 09:33:12,91224,2280.6
66,Vend,2021-07-14 09:33:12,99407,2485.175
67,Vend,2021-08-14 09:33:12,71672,1791.8
68,Vend,2021-09-14 09:33:12,71669,1791.725
69,Vend,2021-10-14 09:33:12,65803,1645.075
70,Vend,2021-11-14 09:33:12,70016,1750.4
71,Vend,2021-12-14 09:33:12,17217,430.425
72,Vend,2022-01-14 09:33:12,7824,195.6
