,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,47901,1197.525
1,Payment,2016-01-26 11:04:23,-8239,
2,Billed,2016-02-14 09:33:12,24649,616.225
3,Payment,2016-02-26 11:04:23,-89761,
4,Billed,2016-03-14 09:33:12,90510,2262.75
5,Payment,2016-03-26 11:04:23,-87482,
6,Billed,2016-04-14 09:33:12,21849,546.225
7,Payment,2016-04-26 11:04:23,-74541,
8,Billed,2016-05-14 09:33:12,97094,2427.35
9,Payment,2016-05-26 11:04:23,-85036,
10,Billed,2016-06-14 09:33:12,27301,682.525
11,Payment,2016-06-26 11:04:23,-84419,
12,Billed,2016-07-14 09:33:12,20659,516.475
13,Payment,2016-07-26 11:04:23,-18128,
14,Billed,2016-08-14 09:33:12,82567,2064.175
15,Payment,2016-08-26 11:04:23,-58358,
16,Billed,2016-09-14 09:33:12,5720,143.0
17,Payment,2016-09-26 11:04:23,-76597,
18,Billed,2016-10-14 09:33:12,75230,1880.75
19,Payment,2016-10-26 11:04:23,-78385,
20,Billed,2016-11-14 09:33:12,87263,2181.575
21,Payment,2016-11-26 11:04:23,-61424,
22,Billed,2016-12-14 09:33:12,70761,1769.025
23,Payment,2016-12-26 11:04:23,-10780,
24,Billed,2017-01-14 09:33:12,18254,456.35
25,Payment,2017-01-26 11:04:23,-25438,
26,Billed,2017-02-14 09:33:12,54132,1353.3
27,Payment,2017-02-26 11:04:23,-79305,
28,Billed,2017-03-14 09:33:12,59710,1492.75
29,Payment,2017-03-26 11:04:23,-21046,
30,Billed,2017-04-14 09:33:12,47998,1199.95
31,Payment,2017-04-26 11:04:23,-58032,
32,Billed,2017-05-14 09:33:12,46653,1166.325
33,Payment,2017-05-26 11:04:23,-4947,
34,Billed,2017-06-14 09:33:12,65483,1637.075
35,Payment,2017-06-26 11:04:23,-54881,
36,Billed,2017-07-14 09:33:12,75004,1875.1
37,Payment,2017-07-26 11:04:23,-64964,
38,Billed,2017-08-14 09:33:12,16770,419.25
39,Payment,2017-08-26 11:04:23,-76437,
40,Billed,2017-09-14 09:33:12,3364,84.1
41,Payment,2017-09-26 11:04:23,-16758,
42,Billed,2017-10-14 09:33:12,8164,204.1
43,Payment,2017-10-26 11:04:23,-86940,
44,Billed,2017-11-14 09:33:12,3426,85.65
45,Payment,2017-11-26 11:04:23,-63825,
46,Billed,2017-12-14 09:33:12,47112,1177.8
47,Payment,2017-12-26 11:04:23,-37858,
48,Billed,2018-01-14 09:33:12,66885,1672.125
49,Payment,2018-01-26 11:04:23,-83979,
50,Billed,2018-02-14 09:33:12,15231,380.775
51,Payment,2018-02-26 11:04:23,-71138,
52,Billed,2018-03-14 09:33:12,24072,601.8
53,Payment,2018-03-26 11:04:23,-65209,
54,Billed,2018-04-14 09:33:12,70904,1772.6
55,Payment,2018-04-26 11:04:23,-92623,
56,Billed,2018-05-14 09:33:12,61057,1526.425
57,Payment,2018-05-26 11:04:23,-81311,
58,Billed,2018-06-14 09:33:12,83805,2095.125
59,Payment,2018-06-26 11:04:23,-52856,
60,Billed,2018-07-14 09:33:12,85122,2128.05
61,Payment,2018-07-26 11:04:23,-67014,
62,Billed,2018-08-14 09:33:12,12875,321.875
63,Payment,2018-08-26 11:04:23,-32317,
64,Billed,2018-09-14 09:33:12,42388,1059.7
65,Payment,2018-09-26 11:04:23,-65747,
66,Billed,2018-10-14 09:33:12,49951,1248.775
67,Payment,2018-10-26 11:04:23,-58811,
68,Billed,2018-11-14 09:33:12,16211,405.275
69,Payment,2018-11-26 11:04:23,-22079,
70,Billed,2018-12-14 09:33:12,6016,150.4
71,Payment,2018-12-26 11:04:23,-43009,
72,Billed,2019-01-14 09:33:12,73970,1849.25
73,Payment,2019-01-26 11:04:23,-7551,
74,Billed,2019-02-14 09:33:12,35488,887.2
75,Payment,2019-02-26 11:04:23,-37476,
76,Billed,2019-03-14 09:33:12,83381,2084.525
77,Payment,2019-03-26 11:04:23,-79985,
78,Billed,2019-04-14 09:33:12,10602,265.05
79,Payment,2019-04-26 11:04:23,-2326,
80,Billed,2019-05-14 09:33:12,57192,1429.8
