,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,92253,2306.325
1,Payment,2016-01-26 11:04:23,-83285,
2,Billed,2016-02-14 09:33:12,68332,1708.3
3,Payment,2016-02-26 11:04:23,-22269,
4,Billed,2016-03-14 09:33:12,99663,2491.575
5,Payment,2016-03-26 11:04:23,-56684,
6,Billed,2016-04-14 09:33:12,43015,1075.375
7,Payment,2016-04-26 11:04:23,-85533,
8,Billed,2016-05-14 09:33:12,20840,521.0
9,Payment,2016-05-26 11:04:23,-78246,
10,Billed,2016-06-14 09:33:12,84922,2123.05
11,Payment,2016-06-26 11:04:23,-13360,
12,Billed,2016-07-14 09:33:12,74364,1859.1
13,Payment,2016-07-26 11:04:23,-15761,
14,Billed,2016-08-14 09:33:12,4381,109.525
15,Payment,2016-08-26 11:04:23,-64470,
16,Billed,2016-09-14 09:33:12,71663,1791.575
17,Payment,2016-09-26 11:04:23,-76157,
18,Billed,2016-10-14 09:33:12,28444,711.1
19,Payment,2016-10-26 11:04:23,-18851,
20,Billed,2016-11-14 09:33:12,98882,2472.05
21,Payment,2016-11-26 11:04:23,-24085,
22,Billed,2016-12-14 09:33:12,13779,344.475
23,Payment,2016-12-26 11:04:23,-17330,
24,Billed,2017-01-14 09:33:12,35257,881.425
25,Payment,2017-01-26 11:04:23,-73973,
26,Billed,2017-02-14 09:33:12,63068,1576.7
27,Payment,2017-02-26 11:04:23,-33341,
28,Billed,2017-03-14 09:33:12,32264,806.6
29,Payment,2017-03-26 11:04:23,-15466,
30,Billed,2017-04-14 09:33:12,71396,1784.9
31,Payment,2017-04-26 11:04:23,-55860,
32,Billed,2017-05-14 09:33:12,11885,297.125
33,Payment,2017-05-26 11:04:23,-4611,
34,Billed,2017-06-14 09:33:12,85184,2129.6
35,Payment,2017-06-26 11:04:23,-21837,
36,Billed,2017-07-14 09:33:12,52686,1317.15
37,Payment,2017-07-26 11:04:23,-99143,
38,Billed,2017-08-14 09:33:12,19137,478.425
39,Payment,2017-08-26 11:04:23,-41792,
40,Billed,2017-09-14 09:33:12,5818,145.45
41,Payment,2017-09-26 11:04:23,-41017,
42,Billed,2017-10-14 09:33:12,35362,884.05
43,Payment,2017-10-26 11:04:23,-89014,
44,Billed,2017-11-14 09:33:12,92425,2310.625
45,Payment,2017-11-26 11:04:23,-73997,
46,Billed,2017-12-14 09:33:12,54549,1363.725
47,Payment,2017-12-26 11:04:23,-10868,
48,Billed,2018-01-14 09:33:12,51332,1283.3
49,Payment,2018-01-26 11:04:23,-54256,
50,Billed,2018-02-14 09:33:12,35204,880.1
51,Payment,2018-02-26 11:04:23,-95504,
52,Billed,2018-03-14 09:33:12,33507,837.675
53,Payment,2018-03-26 11:04:23,-65375,
54,Billed,2018-04-14 09:33:12,72285,1807.125
55,Payment,2018-04-26 11:04:23,-70164,
56,Billed,2018-05-14 09:33:12,28681,717.025
57,Payment,2018-05-26 11:04:23,-17655,
58,Billed,2018-06-14 09:33:12,87540,2188.5
59,Payment,2018-06-26 11:04:23,-30002,
60,Billed,2018-07-14 09:33:12,71501,1787.525
61,Payment,2018-07-26 11:04:23,-31385,
62,Billed,2018-08-14 09:33:12,26520,663.0
63,Payment,2018-08-26 11:04:23,-67754,
64,Billed,2018-09-14 09:33:12,80154,2003.85
65,Payment,2018-09-26 11:04:23,-89062,
66,Billed,2018-10-14 09:33:12,28338,708.45
67,Payment,2018-10-26 11:04:23,-78486,
68,Billed,2018-11-14 09:33:12,15210,380.25
69,Payment,2018-11-26 11:04:23,-93945,
70,Billed,2018-12-14 09:33:12,73999,1849.975
71,Payment,2018-12-26 11:04:23,-5976,
72,Billed,2019-01-14 09:33:12,35894,897.35
73,Payment,2019-01-26 11:04:23,-87771,
74,Billed,2019-02-14 09:33:12,4368,109.2
75,Payment,2019-02-26 11:04:23,-97831,
76,Billed,2019-03-14 09:33:12,71666,1791.65
77,Payment,2019-03-26 11:04:23,-11769,
78,Billed,2019-04-14 09:33:12,56172,1404.3
79,Payment,2019-04-26 11:04:23,-98190,
80,Billed,2019-05-14 09:33:12,94543,2363.575
81,Payment,2019-05-26 11:04:23,-93796,
82,Billed,2019-06-14 09:33:12,74448,1861.2
83,Payment,2019-06-26 11:04:23,-90956,
84,Billed,2019-07-14 09:33:12,67339,1683.475
85,Payment,2019-07-26 11:04:23,-25311,
86,Billed,2019-08-14 09:33:12,39422,985.55
87,Payment,2019-08-26 11:04:23,-5258,
88,Billed,2019-09-14 09:33:12,65423,1635.575
89,Payment,2019-09-26 11:04:23,-54577,
90,Billed,2019-10-14 09:33:12,76511,1912.775
91,Payment,2019-10-26 11:04:23,-37865,
92,Billed,2019-11-14 09:33:12,90248,2256.2
93,Payment,2019-11-26 11:04:23,-54099,
94,Billed,2019-12-14 09:33:12,44948,1123.7
95,Payment,2019-12-26 11:04:23,-68606,
96,Billed,2020-01-14 09:33:12,15988,399.7
97,Payment,2020-01-26 11:04:23,-2001,
98,Billed,2020-02-14 09:33:12,14892,372.3
99,Payment,2020-02-26 11:04:23,-4713,
