,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,13652,341.3
1,Payment,2016-01-26 11:04:23,-88736,
2,Billed,2016-02-14 09:33:12,84803,2120.075
3,Payment,2016-02-26 11:04:23,-98201,
4,Billed,2016-03-14 09:33:12,46759,1168.975
5,Payment,2016-03-26 11:04:23,-91240,
6,Billed,2016-04-14 09:33:12,47102,1177.55
7,Payment,2016-04-26 11:04:23,-96842,
8,Billed,2016-05-14 09:33:12,66518,1662.95
9,Payment,2016-05-26 11:04:23,-54118,
10,Billed,2016-06-14 09:33:12,38172,954.3
11,Payment,2016-06-26 11:04:23,-75556,
12,Billed,2016-07-14 09:33:12,45636,1140.9
13,Payment,2016-07-26 11:04:23,-90011,
14,Billed,2016-08-14 09:33:12,62496,1562.4
15,Payment,2016-08-26 11:04:23,-85410,
16,Billed,2016-09-14 09:33:12,72200,1805.0
17,Payment,2016-09-26 11:04:23,-40582,
18,Billed,2016-10-14 09:33:12,12012,300.3
19,Payment,2016-10-26 11:04:23,-43213,
20,Billed,2016-11-14 09:33:12,16379,409.475
21,Payment,2016-11-26 11:04:23,-37667,
22,Billed,2016-12-14 09:33:12,22446,561.15
23,Payment,2016-12-26 11:04:23,-99201,
24,Billed,2017-01-14 09:33:12,77610,1940.25
25,Payment,2017-01-26 11:04:23,-64046,
26,Billed,2017-02-14 09:33:12,61804,1545.1
27,Payment,2017-02-26 11:04:23,-51307,
28,Billed,2017-03-14 09:33:12,50493,1262.325
29,Payment,2017-03-26 11:04:23,-25996,
30,Billed,2017-04-14 09:33:12,41002,1025.05
31,Payment,2017-04-26 11:04:23,-87450,
32,Billed,2017-05-14 09:33:12,23666,591.65
33,Payment,2017-05-26 11:04:23,-13910,
34,Billed,2017-06-14 09:33:12,19642,491.05
35,Payment,2017-06-26 11:04:23,-44569,
36,Billed,2017-07-14 09:33:12,24936,623.4
37,Payment,2017-07-26 11:04:23,-34246,
38,Billed,2017-08-14 09:33:12,58009,1450.225
39,Payment,2017-08-26 11:04:23,-20252,
40,Billed,2017-09-14 09:33:12,43483,1087.075
41,Payment,2017-09-26 11:04:23,-14304,
42,Billed,2017-10-14 09:33:12,80322,2008.05
43,Payment,2017-10-26 11:04:23,-39420,
44,Billed,2017-11-14 09:33:12,49827,1245.675
45,Payment,2017-11-26 11:04:23,-77174,
46,Billed,2017-12-14 09:33:12,61692,1542.3
47,Payment,2017-12-26 11:04:23,-85259,
48,Billed,2018-01-14 09:33:12,15741,393.525
