,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,89833,2245.825
1,Payment,2016-01-26 11:04:23,-22929,
2,Billed,2016-02-14 09:33:12,38955,973.875
3,Payment,2016-02-26 11:04:23,-35199,
4,Billed,2016-03-14 09:33:12,53389,1334.725
5,Payment,2016-03-26 11:04:23,-53618,
6,Billed,2016-04-14 09:33:12,69107,1727.675
7,Payment,2016-04-26 11:04:23,-45214,
8,Billed,2016-05-14 09:33:12,60588,1514.7
9,Payment,2016-05-26 11:04:23,-49946,
10,Billed,2016-06-14 09:33:12,41003,1025.075
11,Payment,2016-06-26 11:04:23,-41101,
12,Billed,2016-07-14 09:33:12,98229,2455.725
13,Payment,2016-07-26 11:04:23,-11863,
14,Billed,2016-08-14 09:33:12,33972,849.3
15,Payment,2016-08-26 11:04:23,-59880,
16,Billed,2016-09-14 09:33:12,30038,750.95
17,Payment,2016-09-26 11:04:23,-80012,
18,Billed,2016-10-14 09:33:12,25199,629.975
19,Payment,2016-10-26 11:04:23,-79261,
20,Billed,2016-11-14 09:33:12,49759,1243.975
21,Payment,2016-11-26 11:04:23,-8108,
22,Billed,2016-12-14 09:33:12,98901,2472.525
23,Payment,2016-12-26 11:04:23,-20021,
24,Billed,2017-01-14 09:33:12,18657,466.425
25,Payment,2017-01-26 11:04:23,-74494,
26,Billed,2017-02-14 09:33:12,57526,1438.15
27,Payment,2017-02-26 11:04:23,-70166,
28,Billed,2017-03-14 09:33:12,11640,291.0
29,Payment,2017-03-26 11:04:23,-16980,
30,Billed,2017-04-14 09:33:12,9788,244.7
31,Payment,2017-04-26 11:04:23,-56731,
32,Billed,2017-05-14 09:33:12,17407,435.175
33,Payment,2017-05-26 11:04:23,-23581,
34,Billed,2017-06-14 09:33:12,6989,174.725
35,Payment,2017-06-26 11:04:23,-71095,
36,Billed,2017-07-14 09:33:12,83113,2077.825
37,Payment,2017-07-26 11:04:23,-12269,
38,Billed,2017-08-14 09:33:12,52328,1308.2
39,Payment,2017-08-26 11:04:23,-83570,
40,Billed,2017-09-14 09:33:12,51613,1290.325
41,Payment,2017-09-26 11:04:23,-28886,
42,Billed,2017-10-14 09:33:12,96927,2423.175
43,Payment,2017-10-26 11:04:23,-54965,
44,Billed,2017-11-14 09:33:12,42323,1058.075
45,Payment,2017-11-26 11:04:23,-82217,
46,Billed,2017-12-14 09:33:12,24683,617.075
47,Payment,2017-12-26 11:04:23,-32907,
48,Billed,2018-01-14 09:33:12,23220,580.5
49,Payment,2018-01-26 11:04:23,-85706,
50,Billed,2018-02-14 09:33:12,87925,2198.125
51,Payment,2018-02-26 11:04:23,-72857,
52,Billed,2018-03-14 09:33:12,85378,2134.45
53,Payment,2018-03-26 11:04:23,-47613,
54,Billed,2018-04-14 09:33:12,63946,1598.65
55,Payment,2018-04-26 11:04:23,-94928,
56,Billed,2018-05-14 09:33:12,97160,2429.0
57,Payment,2018-05-26 11:04:23,-82756,
58,Billed,2018-06-14 09:33:12,45814,1145.35
59,Payment,2018-06-26 11:04:23,-52331,
60,Billed,2018-07-14 09:33:12,92599,2314.975
61,Payment,2018-07-26 11:04:23,-21154,
62,Billed,2018-08-14 09:33:12,42968,1074.2
