,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,23910,597.75
1,Payment,2016-01-26 11:04:23,-78518,
2,Billed,2016-02-14 09:33:12,20580,514.5
3,Payment,2016-02-26 11:04:23,-34999,
4,Billed,2016-03-14 09:33:12,93090,2327.25
5,Payment,2016-03-26 11:04:23,-27794,
6,Billed,2016-04-14 09:33:12,22831,570.775
7,Payment,2016-04-26 11:04:23,-71983,
8,Billed,2016-05-14 09:33:12,65386,1634.65
9,Payment,2016-05-26 11:04:23,-26030,
10,Billed,2016-06-14 09:33:12,89798,2244.95
11,Payment,2016-06-26 11:04:23,-5397,
12,Billed,2016-07-14 09:33:12,5932,148.3
13,Payment,2016-07-26 11:04:23,-72567,
14,Billed,2016-08-14 09:33:12,50071,1251.775
15,Payment,2016-08-26 11:04:23,-87558,
16,Billed,2016-09-14 09:33:12,23610,590.25
17,Payment,2016-09-26 11:04:23,-46090,
18,Billed,2016-10-14 09:33:12,46370,1159.25
19,Payment,2016-10-26 11:04:23,-8749,
20,Billed,2016-11-14 09:33:12,34165,854.125
21,Payment,2016-11-26 11:04:23,-4807,
22,Billed,2016-12-14 09:33:12,76340,1908.5
23,Payment,2016-12-26 11:04:23,-28932,
24,Billed,2017-01-14 09:33:12,3924,98.1
25,Payment,2017-01-26 11:04:23,-64139,
26,Billed,2017-02-14 09:33:12,20540,513.5
27,Payment,2017-02-26 11:04:23,-11252,
28,Billed,2017-03-14 09:33:12,47749,1193.725
29,Payment,2017-03-26 11:04:23,-78922,
30,Billed,2017-04-14 09:33:12,13849,346.225
31,Payment,2017-04-26 11:04:23,-95850,
32,Billed,2017-05-14 09:33:12,63363,1584.075
33,Payment,2017-05-26 11:04:23,-12842,
34,Billed,2017-06-14 09:33:12,59541,1488.525
35,Payment,2017-06-26 11:04:23,-97917,
36,Billed,2017-07-14 09:33:12,20458,511.45
37,Payment,2017-07-26 11:04:23,-66525,
38,Billed,2017-08-14 09:33:12,60169,1504.225
39,Payment,2017-08-26 11:04:23,-54206,
40,Billed,2017-09-14 09:33:12,98302,2457.55
41,Payment,2017-09-26 11:04:23,-85929,
42,Billed,2017-10-14 09:33:12,74520,1863.0
43,Payment,2017-10-26 11:04:23,-82711,
44,Billed,2017-11-14 09:33:12,56137,1403.425
45,Payment,2017-11-26 11:04:23,-89722,
46,Billed,2017-12-14 09:33:12,71222,1780.55
47,Payment,2017-12-26 11:04:23,-94157,
48,Billed,2018-01-14 09:33:12,99986,2499.65
49,Payment,2018-01-26 11:04:23,-30745,
50,Billed,2018-02-14 09:33:12,49984,1249.6
51,Payment,2018-02-26 11:04:23,-27417,
52,Billed,2018-03-14 09:33:12,66941,1673.525
53,Payment,2018-03-26 11:04:23,-85680,
54,Billed,2018-04-14 09:33:12,65342,1633.55
55,Payment,2018-04-26 11:04:23,-59465,
56,Billed,2018-05-14 09:33:12,19978,499.45
57,Payment,2018-05-26 11:04:23,-25985,
58,Billed,2018-06-14 09:33:12,51754,1293.85
59,Payment,2018-06-26 11:04:23,-84932,
60,Billed,2018-07-14 09:33:12,71696,1792.4
61,Payment,2018-07-26 11:04:23,-26869,
62,Billed,2018-08-14 09:33:12,61093,1527.325
63,Payment,2018-08-26 11:04:23,-83689,
64,Billed,2018-09-14 09:33:12,46744,1168.6
65,Payment,2018-09-26 11:04:23,-40449,
66,Billed,2018-10-14 09:33:12,12170,304.25
67,Payment,2018-10-26 11:04:23,-98411,
68,Billed,2018-11-14 09:33:12,37389,934.725
69,Payment,2018-11-26 11:04:23,-12209,
70,Billed,2018-12-14 09:33:12,73685,1842.125
71,Payment,2018-12-26 11:04:23,-9330,
72,Billed,2019-01-14 09:33:12,3333,83.325
73,Payment,2019-01-26 11:04:23,-12734,
74,Billed,2019-02-14 09:33:12,27270,681.75
75,Payment,2019-02-26 11:04:23,-30703,
76,Billed,2019-03-14 09:33:12,45257,1131.425
77,Payment,2019-03-26 11:04:23,-67384,
78,Billed,2019-04-14 09:33:12,2139,53.475
79,Payment,2019-04-26 11:04:23,-67217,
80,Billed,2019-05-14 09:33:12,17425,435.625
81,Payment,2019-05-26 11:04:23,-76428,
82,Billed,2019-06-14 09:33:12,5886,147.15
83,Payment,2019-06-26 11:04:23,-28687,
84,Billed,2019-07-14 09:33:12,28284,707.1
85,Payment,2019-07-26 11:04:23,-53543,
86,Billed,2019-08-14 09:33:12,66859,1671.475
87,Payment,2019-08-26 11:04:23,-34781,
88,Billed,2019-09-14 09:33:12,38020,950.5
89,Payment,2019-09-26 11:04:23,-57967,
90,Billed,2019-10-14 09:33:12,11768,294.2
91,Payment,2019-10-26 11:04:23,-54756,
92,Billed,2019-11-14 09:33:12,97387,2434.675
93,Payment,2019-11-26 11:04:23,-65122,
94,Billed,2019-12-14 09:33:12,89868,2246.7
95,Payment,2019-12-26 11:04:23,-86226,
96,Billed,2020-01-14 09:33:12,78727,1968.175
97,Payment,2020-01-26 11:04:23,-87664,
98,Billed,2020-02-14 09:33:12,32879,821.975
99,Payment,2020-02-26 11:04:23,-6342,
100,Billed,2020-03-14 09:33:12,10305,257.625
101,Payment,2020-03-26 11:04:23,-58431,
102,Billed,2020-04-14 09:33:12,37353,933.825
103,Payment,2020-04-26 11:04:23,-68619,
104,Billed,2020-05-14 09:33:12,39124,978.1
105,Payment,2020-05-26 11:04:23,-59227,
106,Billed,2020-06-14 09:33:12,79221,1980.525
107,Payment,2020-06-26 11:04:23,-67266,
108,Billed,2020-07-14 09:33:12,23917,597.925
109,Payment,2020-07-26 11:04:23,-51083,
110,Billed,2020-08-14 09:33:12,92946,2323.65
111,Payment,2020-08-26 11:04:23,-55342,
112,Billed,2020-09-14 09:33:12,40007,1000.175
113,Payment,2020-09-26 11:04:23,-10266,
