,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,87811,2195.275
1,Payment,2016-01-26 11:04:23,-97991,
2,Billed,2016-02-14 09:33:12,66534,1663.35
3,Payment,2016-02-26 11:04:23,-66137,
4,Billed,2016-03-14 09:33:12,15010,375.25
5,Payment,2016-03-26 11:04:23,-16750,
6,Billed,2016-04-14 09:33:12,64624,1615.6
7,Payment,2016-04-26 11:04:23,-24075,
8,Billed,2016-05-14 09:33:12,96980,2424.5
9,Payment,2016-05-26 11:04:23,-64745,
10,Billed,2016-06-14 09:33:12,38143,953.575
11,Payment,2016-06-26 11:04:23,-11301,
12,Billed,2016-07-14 09:33:12,79503,1987.575
13,Payment,2016-07-26 11:04:23,-30655,
14,Billed,2016-08-14 09:33:12,14155,353.875
15,Payment,2016-08-26 11:04:23,-88064,
16,Billed,2016-09-14 09:33:12,82808,2070.2
17,Payment,2016-09-26 11:04:23,-26881,
18,Billed,2016-10-14 09:33:12,66465,1661.625
19,Payment,2016-10-26 11:04:23,-9602,
20,Billed,2016-11-14 09:33:12,61590,1539.75
21,Payment,2016-11-26 11:04:23,-20857,
22,Billed,2016-12-14 09:33:12,60293,1507.325
23,Payment,2016-12-26 11:04:23,-54599,
24,Billed,2017-01-14 09:33:12,15800,395.0
25,Payment,2017-01-26 11:04:23,-99591,
26,Billed,2017-02-14 09:33:12,68055,1701.375
27,Payment,2017-02-26 11:04:23,-67855,
28,Billed,2017-03-14 09:33:12,17643,441.075
29,Payment,2017-03-26 11:04:23,-6733,
30,Billed,2017-04-14 09:33:12,90211,2255.275
31,Payment,2017-04-26 11:04:23,-78896,
32,Billed,2017-05-14 09:33:12,5781,144.525
33,Payment,2017-05-26 11:04:23,-4115,
34,Billed,2017-06-14 09:33:12,51434,1285.85
35,Payment,2017-06-26 11:04:23,-10759,
36,Billed,2017-07-14 09:33:12,81172,2029.3
37,Payment,2017-07-26 11:04:23,-63137,
38,Billed,2017-08-14 09:33:12,21269,531.725
39,Payment,2017-08-26 11:04:23,-7259,
40,Billed,2017-09-14 09:33:12,67966,1699.15
41,Payment,2017-09-26 11:04:23,-11357,
42,Billed,2017-10-14 09:33:12,95093,2377.325
43,Payment,2017-10-26 11:04:23,-54843,
44,Billed,2017-11-14 09:33:12,53547,1338.675
45,Payment,2017-11-26 11:04:23,-11203,
46,Billed,2017-12-14 09:33:12,90853,2271.325
47,Payment,2017-12-26 11:04:23,-68108,
48,Billed,2018-01-14 09:33:12,67470,1686.75
49,Payment,2018-01-26 11:04:23,-24394,
50,Billed,2018-02-14 09:33:12,76592,1914.8
51,Payment,2018-02-26 11:04:23,-88214,
52,Billed,2018-03-14 09:33:12,77314,1932.85
53,Payment,2018-03-26 11:04:23,-47060,
54,Billed,2018-04-14 09:33:12,33380,834.5
55,Payment,2018-04-26 11:04:23,-73735,
56,Billed,2018-05-14 09:33:12,95907,2397.675
57,Payment,2018-05-26 11:04:23,-63823,
58,Billed,2018-06-14 09:33:12,55561,1389.025
59,Payment,2018-06-26 11:04:23,-96851,
60,Billed,2018-07-14 09:33:12,50408,1260.2
61,Payment,2018-07-26 11:04:23,-54085,
62,Billed,2018-08-14 09:33:12,83876,2096.9
63,Payment,2018-08-26 11:04:23,-60811,
64,Billed,2018-09-14 09:33:12,18632,465.8
65,Payment,2018-09-26 11:04:23,-5106,
66,Billed,2018-10-14 09:33:12,35588,889.7
67,Payment,2018-10-26 11:04:23,-79034,
68,Billed,2018-11-14 09:33:12,80704,2017.6
69,Payment,2018-11-26 11:04:23,-45883,
70,Billed,2018-12-14 09:33:12,79562,1989.05
71,Payment,2018-12-26 11:04:23,-73983,
72,Billed,2019-01-14 09:33:12,33935,848.375
73,Payment,2019-01-26 11:04:23,-46616,
74,Billed,2019-02-14 09:33:12,42255,1056.375
75,Payment,2019-02-26 11:04:23,-86831,
76,Billed,2019-03-14 09:33:12,57861,1446.525
77,Payment,2019-03-26 11:04:23,-32831,
78,Billed,2019-04-14 09:33:12,94063,2351.575
79,Payment,2019-04-26 11:04:23,-49763,
80,Billed,2019-05-14 09:33:12,63250,1581.25
81,Payment,2019-05-26 11:04:23,-49183,
82,Billed,2019-06-14 09:33:12,27095,677.375
83,Payment,2019-06-26 11:04:23,-90420,
84,Billed,2019-07-14 09:33:12,38930,973.25
85,Payment,2019-07-26 11:04:23,-6166,
86,Billed,2019-08-14 09:33:12,87288,2182.2
87,Payment,2019-08-26 11:04:23,-83994,
88,Billed,2019-09-14 09:33:12,75185,1879.625
89,Payment,2019-09-26 11:04:23,-69787,
90,Billed,2019-10-14 09:33:12,72777,1819.425
91,Payment,2019-10-26 11:04:23,-29061,
92,Billed,2019-11-14 09:33:12,73806,1845.15
93,Payment,2019-11-26 11:04:23,-25504,
94,Billed,2019-12-14 09:33:12,52228,1305.7
95,Payment,2019-12-26 11:04:23,-80987,
96,Billed,2020-01-14 09:33:12,3859,96.475
97,Payment,2020-01-26 11:04:23,-67672,
98,Billed,2020-02-14 09:33:12,73256,1831.4
99,Payment,2020-02-26 11:04:23,-61239,
100,Billed,2020-03-14 09:33:12,45210,1130.25
101,Payment,2020-03-26 11:04:23,-65052,
102,Billed,2020-04-14 09:33:12,58712,1467.8
103,Payment,2020-04-26 11:04:23,-47415,
104,Billed,2020-05-14 09:33:12,12050,301.25
105,Payment,2020-05-26 11:04:23,-90423,
106,Billed,2020-06-14 09:33:12,98935,2473.375
107,Payment,2020-06-26 11:04:23,-63431,
108,Billed,2020-07-14 09:33:12,10362,259.05
109,Payment,2020-07-26 11:04:23,-67323,
110,Billed,2020-08-14 09:33:12,56322,1408.05
111,Payment,2020-08-26 11:04:23,-14749,
112,Billed,2020-09-14 09:33:12,84042,2101.05
113,Payment,2020-09-26 11:04:23,-62417,
114,Billed,2020-10-14 09:33:12,3407,85.175
115,Payment,2020-10-26 11:04:23,-89822,
116,Billed,2020-11-14 09:33:12,58558,1463.95
117,Payment,2020-11-26 11:04:23,-46533,
118,Billed,2020-12-14 09:33:12,89789,2244.725
119,Payment,2020-12-26 11:04:23,-25435,
120,Billed,2021-01-14 09:33:12,27366,684.15
121,Payment,2021-01-26 11:04:23,-92420,
122,Billed,2021-02-14 09:33:12,44372,1109.3
123,Payment,2021-02-26 11:04:23,-67462,
124,Billed,2021-03-14 09:33:12,39612,990.3
125,Payment,2021-03-26 11:04:23,-89095,
126,Billed,2021-04-14 09:33:12,24400,610.0
127,Payment,2021-04-26 11:04:23,-60362,
128,Billed,2021-05-14 09:33:12,84210,2105.25
129,Payment,2021-05-26 11:04:23,-83527,
130,Billed,2021-06-14 09:33:12,5217,130.425
131,Payment,2021-06-26 11:04:23,-24932,
132,Billed,2021-07-14 09:33:12,47219,1180.475
133,Payment,2021-07-26 11:04:23,-37128,
134,Billed,2021-08-14 09:33:12,52409,1310.225
135,Payment,2021-08-26 11:04:23,-3157,
136,Billed,2021-09-14 09:33:12,57139,1428.475
137,Payment,2021-09-26 11:04:23,-30772,
138,Billed,2021-10-14 09:33:12,29104,727.6
139,Payment,2021-10-26 11:04:23,-56022,
140,Billed,2021-11-14 09:33:12,63802,1595.05
141,Payment,2021-11-26 11:04:23,-43157,
142,Billed,2021-12-14 09:33:12,7498,187.45
143,Payment,2021-12-26 11:04:23,-98147,
144,Billed,2022-01-14 09:33:12,7554,188.85
145,Payment,2022-01-26 11:04:23,-63953,
