,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,87401,2185.025
1,Payment,2016-01-26 11:04:23,-8213,
2,Billed,2016-02-14 09:33:12,61313,1532.825
3,Payment,2016-02-26 11:04:23,-33430,
4,Billed,2016-03-14 09:33:12,13099,327.475
5,Payment,2016-03-26 11:04:23,-47834,
6,Billed,2016-04-14 09:33:12,96895,2422.375
7,Payment,2016-04-26 11:04:23,-92100,
8,Billed,2016-05-14 09:33:12,24146,603.65
9,Payment,2016-05-26 11:04:23,-72705,
10,Billed,2016-06-14 09:33:12,4466,111.65
11,Payment,2016-06-26 11:04:23,-25332,
12,Billed,2016-07-14 09:33:12,17885,447.125
13,Payment,2016-07-26 11:04:23,-97318,
14,Billed,2016-08-14 09:33:12,91047,2276.175
15,Payment,2016-08-26 11:04:23,-88755,
16,Billed,2016-09-14 09:33:12,3168,79.2
17,Payment,2016-09-26 11:04:23,-98147,
18,Billed,2016-10-14 09:33:12,84293,2107.325
19,Payment,2016-10-26 11:04:23,-44794,
20,Billed,2016-11-14 09:33:12,83437,2085.925
21,Payment,2016-11-26 11:04:23,-11108,
22,Billed,2016-12-14 09:33:12,11907,297.675
23,Payment,2016-12-26 11:04:23,-53544,
24,Billed,2017-01-14 09:33:12,39198,979.95
25,Payment,2017-01-26 11:04:23,-40977,
26,Billed,2017-02-14 09:33:12,7505,187.625
27,Payment,2017-02-26 11:04:23,-13939,
28,Billed,2017-03-14 09:33:12,58691,1467.275
29,Payment,2017-03-26 11:04:23,-32008,
30,Billed,2017-04-14 09:33:12,70752,1768.8
31,Payment,2017-04-26 11:04:23,-41914,
32,Billed,2017-05-14 09:33:12,83924,2098.1
33,Payment,2017-05-26 11:04:23,-34502,
34,Billed,2017-06-14 09:33:12,59493,1487.325
35,Payment,2017-06-26 11:04:23,-2608,
36,Billed,2017-07-14 09:33:12,24207,605.175
37,Payment,2017-07-26 11:04:23,-91504,
38,Billed,2017-08-14 09:33:12,73995,1849.875
39,Payment,2017-08-26 11:04:23,-83419,
40,Billed,2017-09-14 09:33:12,37119,927.975
41,Payment,2017-09-26 11:04:23,-96503,
42,Billed,2017-10-14 09:33:12,65064,1626.6
43,Payment,2017-10-26 11:04:23,-65376,
44,Billed,2017-11-14 09:33:12,80144,2003.6
45,Payment,2017-11-26 11:04:23,-80446,
46,Billed,2017-12-14 09:33:12,78419,1960.475
47,Payment,2017-12-26 11:04:23,-15820,
48,Billed,2018-01-14 09:33:12,67663,1691.575
49,Payment,2018-01-26 11:04:23,-36303,
50,Billed,2018-02-14 09:33:12,49258,1231.45
51,Payment,2018-02-26 11:04:23,-40386,
52,Billed,2018-03-14 09:33:12,3287,82.175
53,Payment,2018-03-26 11:04:23,-42980,
54,Billed,2018-04-14 09:33:12,54592,1364.8
55,Payment,2018-04-26 11:04:23,-59739,
56,Billed,2018-05-14 09:33:12,77391,1934.775
57,Payment,2018-05-26 11:04:23,-30911,
58,Billed,2018-06-14 09:33:12,28294,707.35
59,Payment,2018-06-26 11:04:23,-55582,
60,Billed,2018-07-14 09:33:12,77875,1946.875
61,Payment,2018-07-26 11:04:23,-91742,
62,Billed,2018-08-14 09:33:12,32100,802.5
63,Payment,2018-08-26 11:04:23,-98488,
64,Billed,2018-09-14 09:33:12,3902,97.55
65,Payment,2018-09-26 11:04:23,-50468,
66,Billed,2018-10-14 09:33:12,52214,1305.35
67,Payment,2018-10-26 11:04:23,-88414,
68,Billed,2018-11-14 09:33:12,2853,71.325
69,Payment,2018-11-26 11:04:23,-72465,
70,Billed,2018-12-14 09:33:12,72663,1816.575
71,Payment,2018-12-26 11:04:23,-18411,
72,Billed,2019-01-14 09:33:12,47336,1183.4
73,Payment,2019-01-26 11:04:23,-79565,
74,Billed,2019-02-14 09:33:12,78363,1959.075
75,Payment,2019-02-26 11:04:23,-94552,
76,Billed,2019-03-14 09:33:12,27821,695.525
77,Payment,2019-03-26 11:04:23,-3462,
78,Billed,2019-04-14 09:33:12,50464,1261.6
79,Payment,2019-04-26 11:04:23,-94956,
80,Billed,2019-05-14 09:33:12,65508,1637.7
81,Payment,2019-05-26 11:04:23,-12595,
82,Billed,2019-06-14 09:33:12,26941,673.525
83,Payment,2019-06-26 11:04:23,-26208,
84,Billed,2019-07-14 09:33:12,38489,962.225
85,Payment,2019-07-26 11:04:23,-2651,
86,Billed,2019-08-14 09:33:12,29866,746.65
87,Payment,2019-08-26 11:04:23,-9313,
88,Billed,2019-09-14 09:33:12,86044,2151.1
89,Payment,2019-09-26 11:04:23,-8547,
90,Billed,2019-10-14 09:33:12,6760,169.0
91,Payment,2019-10-26 11:04:23,-63332,
