,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,61435,1535.875
1,Payment,2016-01-26 11:04:23,-90394,
2,Billed,2016-02-14 09:33:12,2081,52.025
3,Payment,2016-02-26 11:04:23,-27311,
4,Billed,2016-03-14 09:33:12,66234,1655.85
5,Payment,2016-03-26 11:04:23,-51082,
6,Billed,2016-04-14 09:33:12,88685,2217.125
7,Payment,2016-04-26 11:04:23,-92596,
8,Billed,2016-05-14 09:33:12,58251,1456.275
9,Payment,2016-05-26 11:04:23,-73475,
10,Billed,2016-06-14 09:33:12,9333,233.325
11,Payment,2016-06-26 11:04:23,-32366,
12,Billed,2016-07-14 09:33:12,53537,1338.425
13,Payment,2016-07-26 11:04:23,-69459,
14,Billed,2016-08-14 09:33:12,83039,2075.975
15,Payment,2016-08-26 11:04:23,-77974,
16,Billed,2016-09-14 09:33:12,34073,851.825
17,Payment,2016-09-26 11:04:23,-36685,
18,Billed,2016-10-14 09:33:12,38564,964.1
19,Payment,2016-10-26 11:04:23,-44474,
20,Billed,2016-11-14 09:33:12,62779,1569.475
21,Payment,2016-11-26 11:04:23,-12655,
22,Billed,2016-12-14 09:33:12,9778,244.45
23,Payment,2016-12-26 11:04:23,-47945,
24,Billed,2017-01-14 09:33:12,66984,1674.6
25,Payment,2017-01-26 11:04:23,-27839,
26,Billed,2017-02-14 09:33:12,71330,1783.25
27,Payment,2017-02-26 11:04:23,-86708,
28,Billed,2017-03-14 09:33:12,12329,308.225
29,Payment,2017-03-26 11:04:23,-55092,
30,Billed,2017-04-14 09:33:12,84474,2111.85
31,Payment,2017-04-26 11:04:23,-75529,
32,Billed,2017-05-14 09:33:12,2502,62.55
33,Payment,2017-05-26 11:04:23,-18270,
34,Billed,2017-06-14 09:33:12,68477,1711.925
35,Payment,2017-06-26 11:04:23,-80686,
36,Billed,2017-07-14 09:33:12,97871,2446.775
37,Payment,2017-07-26 11:04:23,-33505,
38,Billed,2017-08-14 09:33:12,41797,1044.925
39,Payment,2017-08-26 11:04:23,-25250,
40,Billed,2017-09-14 09:33:12,93324,2333.1
41,Payment,2017-09-26 11:04:23,-20050,
42,Billed,2017-10-14 09:33:12,75913,1897.825
43,Payment,2017-10-26 11:04:23,-72626,
44,Billed,2017-11-14 09:33:12,37957,948.925
45,Payment,2017-11-26 11:04:23,-34996,
46,Billed,2017-12-14 09:33:12,76952,1923.8
47,Payment,2017-12-26 11:04:23,-14343,
48,Billed,2018-01-14 09:33:12,89378,2234.45
49,Payment,2018-01-26 11:04:23,-34371,
50,Billed,2018-02-14 09:33:12,72074,1801.85
51,Payment,2018-02-26 11:04:23,-88574,
52,Billed,2018-03-14 09:33:12,76072,1901.8
53,Payment,2018-03-26 11:04:23,-13430,
