,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,86816,2170.4
1,Payment,2016-01-26 11:04:23,-16576,
2,Billed,2016-02-14 09:33:12,56224,1405.6
3,Payment,2016-02-26 11:04:23,-31342,
4,Billed,2016-03-14 09:33:12,81340,2033.5
5,Payment,2016-03-26 11:04:23,-36091,
6,Billed,2016-04-14 09:33:12,54404,1360.1
7,Payment,2016-04-26 11:04:23,-80780,
8,Billed,2016-05-14 09:33:12,13439,335.975
9,Payment,2016-05-26 11:04:23,-23267,
10,Billed,2016-06-14 09:33:12,59750,1493.75
11,Payment,2016-06-26 11:04:23,-87669,
12,Billed,2016-07-14 09:33:12,54689,1367.225
13,Payment,2016-07-26 11:04:23,-16087,
14,Billed,2016-08-14 09:33:12,98471,2461.775
15,Payment,2016-08-26 11:04:23,-80662,
16,Billed,2016-09-14 09:33:12,67572,1689.3
17,Payment,2016-09-26 11:04:23,-22541,
18,Billed,2016-10-14 09:33:12,55054,1376.35
19,Payment,2016-10-26 11:04:23,-11380,
20,Billed,2016-11-14 09:33:12,50491,1262.275
21,Payment,2016-11-26 11:04:23,-69436,
22,Billed,2016-12-14 09:33:12,36485,912.125
23,Payment,2016-12-26 11:04:23,-18861,
24,Billed,2017-01-14 09:33:12,4695,117.375
25,Payment,2017-01-26 11:04:23,-53615,
26,Billed,2017-02-14 09:33:12,48503,1212.575
27,Payment,2017-02-26 11:04:23,-3778,
28,Billed,2017-03-14 09:33:12,25864,646.6
29,Payment,2017-03-26 11:04:23,-8564,
30,Billed,2017-04-14 09:33:12,6277,156.925
31,Payment,2017-04-26 11:04:23,-19048,
32,Billed,2017-05-14 09:33:12,10000,250.0
33,Payment,2017-05-26 11:04:23,-85146,
34,Billed,2017-06-14 09:33:12,91736,2293.4
35,Payment,2017-06-26 11:04:23,-98913,
36,Billed,2017-07-14 09:33:12,68394,1709.85
37,Payment,2017-07-26 11:04:23,-69750,
38,Billed,2017-08-14 09:33:12,94752,2368.8
