,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,86045,2151.125
1,Vend,2016-02-14 09:33:12,30227,755.675
2,Vend,2016-03-14 09:33:12,44502,1112.55
3,Vend,2016-04-14 09:33:12,53548,1338.7
4,Vend,2016-05-14 09:33:12,45704,1142.6
5,Vend,2016-06-14 09:33:12,20819,520.475
6,Vend,2016-07-14 09:33:12,57288,1432.2
7,Vend,2016-08-14 09:33:12,51976,1299.4
8,Vend,2016-09-14 09:33:12,10723,268.075
9,Vend,2016-10-14 09:33:12,41393,1034.825
10,Vend,2016-11-14 09:33:12,24976,624.4
11,Vend,2016-12-14 09:33:12,91918,2297.95
12,Vend,2017-01-14 09:33:12,38167,954.175
13,Vend,2017-02-14 09:33:12,67661,1691.525
14,Vend,2017-03-14 09:33:12,98244,2456.1
15,Vend,2017-04-14 09:33:12,7226,180.65
16,Vend,2017-05-14 09:33:12,76609,1915.225
17,Vend,2017-06-14 09:33:12,66183,1654.575
18,Vend,2017-07-14 09:33:12,94433,2360.825
19,Vend,2017-08-14 09:33:12,22027,550.675
20,Vend,2017-09-14 09:33:12,77299,1932.475
21,Vend,2017-10-14 09:33:12,34971,874.275
22,Vend,2017-11-14 09:33:12,46040,1151.0
23,Vend,2017-12-14 09:33:12,30777,769.425
24,Vend,2018-01-14 09:33:12,16657,416.425
25,Vend,2018-02-14 09:33:12,39731,993.275
26,Vend,2018-03-14 09:33:12,4256,106.4
27,Vend,2018-04-14 09:33:12,7751,193.775
28,Vend,2018-05-14 09:33:12,92489,2312.225
29,Vend,2018-06-14 09:33:12,78013,1950.325
30,Vend,2018-07-14 09:33:12,72211,1805.275
31,Vend,2018-08-14 09:33:12,94917,2372.925
32,Vend,2018-09-14 09:33:12,53267,1331.675
33,Vend,2018-10-14 09:33:12,3677,91.925
34,Vend,2018-11-14 09:33:12,97221,2430.525
35,Vend,2018-12-14 09:33:12,21454,536.35
36,Vend,2019-01-14 09:33:12,46907,1172.675
37,Vend,2019-02-14 09:33:12,59349,1483.725
38,Vend,2019-03-14 09:33:12,29019,725.475
39,Vend,2019-04-14 09:33:12,93865,2346.625
40,Vend,2019-05-14 09:33:12,64774,1619.35
41,Vend,2019-06-14 09:33:12,65972,1649.3
42,Vend,2019-07-14 09:33:12,13357,333.925
43,Vend,2019-08-14 09:33:12,59103,1477.575
44,Vend,2019-09-14 09:33:12,72041,1801.025
45,Vend,2019-10-14 09:33:12,44907,1122.675
46,Vend,2019-11-14 09:33:12,15429,385.725
47,Vend,2019-12-14 09:33:12,28653,716.325
48,Vend,2020-01-14 09:33:12,66021,1650.525
49,Vend,2020-02-14 09:33:12,11329,283.225
50,Vend,2020-03-14 09:33:12,79404,1985.1
51,Vend,2020-04-14 09:33:12,83716,2092.9
52,Vend,2020-05-14 09:33:12,94403,2360.075
53,Vend,2020-06-14 09:33:12,21247,531.175
54,Vend,2020-07-14 09:33:12,32576,814.4
55,Vend,2020-08-14 09:33:12,42768,1069.2
56,Vend,2020-09-14 09:33:12,46302,1157.55
57,Vend,2020-10-14 09:33:12,53550,1338.75
58,Vend,2020-11-14 09:33:12,79041,1976.025
59,Vend,2020-12-14 09:33:12,7308,182.7
60,Vend,2021-01-14 09:33:12,13091,327.275
61,Vend,2021-02-14 09:33:12,27261,681.525
62,Vend,2021-03-14 09:33:12,35334,883.35
63,Vend,2021-04-14 09:33:12,77443,1936.075
64,Vend,2021-05-14 09:33:12,68835,1720.875
65,Vend,2021-06-14 09:33:12,19752,493.8
66,Vend,2021-07-14 09:33:12,41177,1029.425
67,Vend,2021-08-14 09:33:12,98733,2468.325
68,Vend,2021-09-14 09:33:12,34194,854.85
69,Vend,2021-10-14 09:33:12,93670,2341.75
70,Vend,2021-11-14 09:33:12,68261,1706.525
71,Vend,2021-12-14 09:33:12,89428,2235.7
72,Vend,2022-01-14 09:33:12,53874,1346.85
