,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,78669,1966.725
1,Vend,2016-02-14 09:33:12,41495,1037.375
2,Vend,2016-03-14 09:33:12,74804,1870.1
3,Vend,2016-04-14 09:33:12,43677,1091.925
4,Vend,2016-05-14 09:33:12,61321,1533.025
5,Vend,2016-06-14 09:33:12,5685,142.125
6,Vend,2016-07-14 09:33:12,16835,420.875
7,Vend,2016-08-14 09:33:12,47339,1183.475
8,Vend,2016-09-14 09:33:12,28385,709.625
9,Vend,2016-10-14 09:33:12,75372,1884.3
10,Vend,2016-11-14 09:33:12,54439,1360.975
11,Vend,2016-12-14 09:33:12,74118,1852.95
12,Vend,2017-01-14 09:33:12,65023,1625.575
13,Vend,2017-02-14 09:33:12,26797,669.925
14,Vend,2017-03-14 09:33:12,74652,1866.3
15,Vend,2017-04-14 09:33:12,5166,129.15
16,Vend,2017-05-14 09:33:12,65721,1643.025
17,Vend,2017-06-14 09:33:12,64943,1623.575
18,Vend,2017-07-14 09:33:12,34226,855.65
19,Vend,2017-08-14 09:33:12,3653,91.325
20,Vend,2017-09-14 09:33:12,7240,181.0
21,Vend,2017-10-14 09:33:12,63103,1577.575
22,Vend,2017-11-14 09:33:12,69281,1732.025
23,Vend,2017-12-14 09:33:12,22846,571.15
24,Vend,2018-01-14 09:33:12,50893,1272.325
25,Vend,2018-02-14 09:33:12,79155,1978.875
26,Vend,2018-03-14 09:33:12,16312,407.8
27,Vend,2018-04-14 09:33:12,89326,2233.15
28,Vend,2018-05-14 09:33:12,31350,783.75
29,Vend,2018-06-14 09:33:12,22880,572.0
30,Vend,2018-07-14 09:33:12,26525,663.125
31,Vend,2018-08-14 09:33:12,94141,2353.525
32,Vend,2018-09-14 09:33:12,21992,549.8
33,Vend,2018-10-14 09:33:12,57821,1445.525
34,Vend,2018-11-14 09:33:12,38683,967.075
35,Vend,2018-12-14 09:33:12,84088,2102.2
36,Vend,2019-01-14 09:33:12,32708,817.7
37,Vend,2019-02-14 09:33:12,44276,1106.9
38,Vend,2019-03-14 09:33:12,75648,1891.2
39,Vend,2019-04-14 09:33:12,82604,2065.1
40,Vend,2019-05-14 09:33:12,15300,382.5
41,Vend,2019-06-14 09:33:12,36364,909.1
42,Vend,2019-07-14 09:33:12,57093,1427.325
43,Vend,2019-08-14 09:33:12,32819,820.475
44,Vend,2019-09-14 09:33:12,27035,675.875
45,Vend,2019-10-14 09:33:12,73133,1828.325
46,Vend,2019-11-14 09:33:12,90799,2269.975
47,Vend,2019-12-14 09:33:12,17649,441.225
48,Vend,2020-01-14 09:33:12,11957,298.925
49,Vend,2020-02-14 09:33:12,12896,322.4
50,Vend,2020-03-14 09:33:12,61336,1533.4
51,Vend,2020-04-14 09:33:12,83265,2081.625
52,Vend,2020-05-14 09:33:12,39411,985.275
53,Vend,2020-06-14 09:33:12,10663,266.575
54,Vend,2020-07-14 09:33:12,15021,375.525
55,Vend,2020-08-14 09:33:12,28561,714.025
56,Vend,2020-09-14 09:33:12,11271,281.775
57,Vend,2020-10-14 09:33:12,63047,1576.175
58,Vend,2020-11-14 09:33:12,94527,2363.175
59,Vend,2020-12-14 09:33:12,16797,419.925
60,Vend,2021-01-14 09:33:12,46437,1160.925
61,Vend,2021-02-14 09:33:12,87242,2181.05
62,Vend,2021-03-14 09:33:12,18234,455.85
63,Vend,2021-04-14 09:33:12,29764,744.1
64,Vend,2021-05-14 09:33:12,95133,2378.325
65,Vend,2021-06-14 09:33:12,10769,269.225
66,Vend,2021-07-14 09:33:12,43497,1087.425
67,Vend,2021-08-14 09:33:12,49077,1226.925
68,Vend,2021-09-14 09:33:12,36011,900.275
69,Vend,2021-10-14 09:33:12,88463,2211.575
70,Vend,2021-11-14 09:33:12,38752,968.8
71,Vend,2021-12-14 09:33:12,5467,136.675
72,Vend,2022-01-14 09:33:12,11374,284.35
