,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,3101,77.525
1,Vend,2016-02-14 09:33:12,3609,90.225
2,Vend,2016-03-14 09:33:12,54844,1371.1
3,Vend,2016-04-14 09:33:12,9765,244.125
4,Vend,2016-05-14 09:33:12,40151,1003.775
5,Vend,2016-06-14 09:33:12,67756,1693.9
6,Vend,2016-07-14 09:33:12,61480,1537.0
7,Vend,2016-08-14 09:33:12,31308,782.7
8,Vend,2016-09-14 09:33:12,39786,994.65
9,Vend,2016-10-14 09:33:12,95350,2383.75
10,Vend,2016-11-14 09:33:12,43083,1077.075
11,Vend,2016-12-14 09:33:12,83775,2094.375
12,Vend,2017-01-14 09:33:12,15340,383.5
13,Vend,2017-02-14 09:33:12,11602,290.05
14,Vend,2017-03-14 09:33:12,99389,2484.725
15,Vend,2017-04-14 09:33:12,49020,1225.5
16,Vend,2017-05-14 09:33:12,82857,2071.425
17,Vend,2017-06-14 09:33:12,65904,1647.6
18,Vend,2017-07-14 09:33:12,89174,2229.35
19,Vend,2017-08-14 09:33:12,80874,2021.85
20,Vend,2017-09-14 09:33:12,65937,1648.425
21,Vend,2017-10-14 09:33:12,3063,76.575
22,Vend,2017-11-14 09:33:12,94824,2370.6
23,Vend,2017-12-14 09:33:12,47067,1176.675
24,Vend,2018-01-14 09:33:12,80450,2011.25
25,Vend,2018-02-14 09:33:12,8259,206.475
26,Vend,2018-03-14 09:33:12,38704,967.6
27,Vend,2018-04-14 09:33:12,63209,1580.225
28,Vend,2018-05-14 09:33:12,67602,1690.05
29,Vend,2018-06-14 09:33:12,13123,328.075
30,Vend,2018-07-14 09:33:12,73321,1833.025
31,Vend,2018-08-14 09:33:12,49826,1245.65
32,Vend,2018-09-14 09:33:12,46249,1156.225
33,Vend,2018-10-14 09:33:12,46535,1163.375
34,Vend,2018-11-14 09:33:12,20711,517.775
35,Vend,2018-12-14 09:33:12,79543,1988.575
36,Vend,2019-01-14 09:33:12,15561,389.025
37,Vend,2019-02-14 09:33:12,16014,400.35
38,Vend,2019-03-14 09:33:12,50010,1250.25
39,Vend,2019-04-14 09:33:12,80946,2023.65
40,Vend,2019-05-14 09:33:12,44435,1110.875
41,Vend,2019-06-14 09:33:12,83417,2085.425
42,Vend,2019-07-14 09:33:12,66216,1655.4
43,Vend,2019-08-14 09:33:12,14419,360.475
44,Vend,2019-09-14 09:33:12,77880,1947.0
45,Vend,2019-10-14 09:33:12,24560,614.0
46,Vend,2019-11-14 09:33:12,84306,2107.65
47,Vend,2019-12-14 09:33:12,90677,2266.925
48,Vend,2020-01-14 09:33:12,24030,600.75
49,Vend,2020-02-14 09:33:12,91074,2276.85
50,Vend,2020-03-14 09:33:12,80303,2007.575
51,Vend,2020-04-14 09:33:12,74374,1859.35
52,Vend,2020-05-14 09:33:12,41192,1029.8
53,Vend,2020-06-14 09:33:12,5599,139.975
54,Vend,2020-07-14 09:33:12,98304,2457.6
55,Vend,2020-08-14 09:33:12,88668,2216.7
56,Vend,2020-09-14 09:33:12,87001,2175.025
57,Vend,2020-10-14 09:33:12,50417,1260.425
58,Vend,2020-11-14 09:33:12,42534,1063.35
59,Vend,2020-12-14 09:33:12,61747,1543.675
60,Vend,2021-01-14 09:33:12,93000,2325.0
61,Vend,2021-02-14 09:33:12,98656,2466.4
62,Vend,2021-03-14 09:33:12,57123,1428.075
63,Vend,2021-04-14 09:33:12,89726,2243.15
64,Vend,2021-05-14 09:33:12,75641,1891.025
65,Vend,2021-06-14 09:33:12,36300,907.5
66,Vend,2021-07-14 09:33:12,91869,2296.725
67,Vend,2021-08-14 09:33:12,74149,1853.725
68,Vend,2021-09-14 09:33:12,62121,1553.025
69,Vend,2021-10-14 09:33:12,88617,2215.425
70,Vend,2021-11-14 09:33:12,25817,645.425
71,Vend,2021-12-14 09:33:12,95640,2391.0
72,Vend,2022-01-14 09:33:12,94168,2354.2
