,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,33128,828.2
1,Payment,2016-01-26 11:04:23,-78379,
2,Billed,2016-02-14 09:33:12,24589,614.725
3,Payment,2016-02-26 11:04:23,-39872,
4,Billed,2016-03-14 09:33:12,5067,126.675
5,Payment,2016-03-26 11:04:23,-8645,
6,Billed,2016-04-14 09:33:12,49079,1226.975
7,Payment,2016-04-26 11:04:23,-46750,
8,Billed,2016-05-14 09:33:12,73368,1834.2
9,Payment,2016-05-26 11:04:23,-73399,
10,Billed,2016-06-14 09:33:12,2619,65.475
11,Payment,2016-06-26 11:04:23,-53116,
12,Billed,2016-07-14 09:33:12,97518,2437.95
13,Payment,2016-07-26 11:04:23,-30512,
14,Billed,2016-08-14 09:33:12,60063,1501.575
15,Payment,2016-08-26 11:04:23,-10789,
16,Billed,2016-09-14 09:33:12,71577,1789.425
17,Payment,2016-09-26 11:04:23,-12833,
18,Billed,2016-10-14 09:33:12,59748,1493.7
19,Payment,2016-10-26 11:04:23,-18409,
20,Billed,2016-11-14 09:33:12,86992,2174.8
21,Payment,2016-11-26 11:04:23,-52421,
22,Billed,2016-12-14 09:33:12,50639,1265.975
23,Payment,2016-12-26 11:04:23,-51628,
24,Billed,2017-01-14 09:33:12,56515,1412.875
25,Payment,2017-01-26 11:04:23,-21159,
26,Billed,2017-02-14 09:33:12,51282,1282.05
27,Payment,2017-02-26 11:04:23,-11538,
28,Billed,2017-03-14 09:33:12,83151,2078.775
29,Payment,2017-03-26 11:04:23,-40711,
30,Billed,2017-04-14 09:33:12,67164,1679.1
31,Payment,2017-04-26 11:04:23,-84378,
32,Billed,2017-05-14 09:33:12,38796,969.9
33,Payment,2017-05-26 11:04:23,-65325,
34,Billed,2017-06-14 09:33:12,30663,766.575
35,Payment,2017-06-26 11:04:23,-79487,
36,Billed,2017-07-14 09:33:12,14175,354.375
37,Payment,2017-07-26 11:04:23,-44734,
38,Billed,2017-08-14 09:33:12,54223,1355.575
39,Payment,2017-08-26 11:04:23,-67232,
40,Billed,2017-09-14 09:33:12,36139,903.475
41,Payment,2017-09-26 11:04:23,-75737,
42,Billed,2017-10-14 09:33:12,9402,235.05
43,Payment,2017-10-26 11:04:23,-90029,
44,Billed,2017-11-14 09:33:12,31884,797.1
45,Payment,2017-11-26 11:04:23,-97800,
46,Billed,2017-12-14 09:33:12,19124,478.1
47,Payment,2017-12-26 11:04:23,-89766,
48,Billed,2018-01-14 09:33:12,6184,154.6
49,Payment,2018-01-26 11:04:23,-9132,
50,Billed,2018-02-14 09:33:12,69500,1737.5
51,Payment,2018-02-26 11:04:23,-71791,
52,Billed,2018-03-14 09:33:12,35833,895.825
53,Payment,2018-03-26 11:04:23,-53179,
54,Billed,2018-04-14 09:33:12,71932,1798.3
55,Payment,2018-04-26 11:04:23,-43200,
56,Billed,2018-05-14 09:33:12,45919,1147.975
57,Payment,2018-05-26 11:04:23,-42164,
58,Billed,2018-06-14 09:33:12,69077,1726.925
59,Payment,2018-06-26 11:04:23,-81567,
60,Billed,2018-07-14 09:33:12,96375,2409.375
61,Payment,2018-07-26 11:04:23,-61412,
62,Billed,2018-08-14 09:33:12,44914,1122.85
63,Payment,2018-08-26 11:04:23,-4308,
64,Billed,2018-09-14 09:33:12,43224,1080.6
65,Payment,2018-09-26 11:04:23,-12329,
66,Billed,2018-10-14 09:33:12,63687,1592.175
67,Payment,2018-10-26 11:04:23,-72690,
68,Billed,2018-11-14 09:33:12,83232,2080.8
69,Payment,2018-11-26 11:04:23,-11762,
70,Billed,2018-12-14 09:33:12,46428,1160.7
71,Payment,2018-12-26 11:04:23,-21565,
