,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,32523,813.075
1,Payment,2016-01-26 11:04:23,-26166,
2,Billed,2016-02-14 09:33:12,17858,446.45
3,Payment,2016-02-26 11:04:23,-82249,
4,Billed,2016-03-14 09:33:12,4935,123.375
5,Payment,2016-03-26 11:04:23,-47193,
6,Billed,2016-04-14 09:33:12,57826,1445.65
7,Payment,2016-04-26 11:04:23,-56969,
8,Billed,2016-05-14 09:33:12,58013,1450.325
9,Payment,2016-05-26 11:04:23,-39425,
10,Billed,2016-06-14 09:33:12,54597,1364.925
11,Payment,2016-06-26 11:04:23,-89947,
12,Billed,2016-07-14 09:33:12,31670,791.75
13,Payment,2016-07-26 11:04:23,-28895,
14,Billed,2016-08-14 09:33:12,20679,516.975
15,Payment,2016-08-26 11:04:23,-51915,
16,Billed,2016-09-14 09:33:12,73993,1849.825
17,Payment,2016-09-26 11:04:23,-84181,
18,Billed,2016-10-14 09:33:12,15583,389.575
19,Payment,2016-10-26 11:04:23,-97668,
20,Billed,2016-11-14 09:33:12,36173,904.325
21,Payment,2016-11-26 11:04:23,-86524,
22,Billed,2016-12-14 09:33:12,30122,753.05
23,Payment,2016-12-26 11:04:23,-51371,
24,Billed,2017-01-14 09:33:12,98686,2467.15
25,Payment,2017-01-26 11:04:23,-99639,
26,Billed,2017-02-14 09:33:12,24425,610.625
27,Payment,2017-02-26 11:04:23,-93128,
28,Billed,2017-03-14 09:33:12,56205,1405.125
29,Payment,2017-03-26 11:04:23,-89023,
30,Billed,2017-04-14 09:33:12,89419,2235.475
31,Payment,2017-04-26 11:04:23,-85307,
32,Billed,2017-05-14 09:33:12,12587,314.675
33,Payment,2017-05-26 11:04:23,-73630,
34,Billed,2017-06-14 09:33:12,46515,1162.875
35,Payment,2017-06-26 11:04:23,-70576,
36,Billed,2017-07-14 09:33:12,82508,2062.7
37,Payment,2017-07-26 11:04:23,-66118,
38,Billed,2017-08-14 09:33:12,21592,539.8
39,Payment,2017-08-26 11:04:23,-41097,
40,Billed,2017-09-14 09:33:12,8332,208.3
41,Payment,2017-09-26 11:04:23,-54677,
42,Billed,2017-10-14 09:33:12,50801,1270.025
43,Payment,2017-10-26 11:04:23,-53436,
44,Billed,2017-11-14 09:33:12,52303,1307.575
45,Payment,2017-11-26 11:04:23,-10838,
46,Billed,2017-12-14 09:33:12,65781,1644.525
47,Payment,2017-12-26 11:04:23,-50608,
48,Billed,2018-01-14 09:33:12,30614,765.35
49,Payment,2018-01-26 11:04:23,-49565,
50,Billed,2018-02-14 09:33:12,57870,1446.75
51,Payment,2018-02-26 11:04:23,-63880,
52,Billed,2018-03-14 09:33:12,23608,590.2
53,Payment,2018-03-26 11:04:23,-98118,
54,Billed,2018-04-14 09:33:12,43953,1098.825
55,Payment,2018-04-26 11:04:23,-74993,
56,Billed,2018-05-14 09:33:12,2703,67.575
57,Payment,2018-05-26 11:04:23,-10679,
58,Billed,2018-06-14 09:33:12,70089,1752.225
59,Payment,2018-06-26 11:04:23,-63446,
60,Billed,2018-07-14 09:33:12,64530,1613.25
61,Payment,2018-07-26 11:04:23,-54147,
62,Billed,2018-08-14 09:33:12,11867,296.675
63,Payment,2018-08-26 11:04:23,-88579,
64,Billed,2018-09-14 09:33:12,65664,1641.6
65,Payment,2018-09-26 11:04:23,-86045,
66,Billed,2018-10-14 09:33:12,2330,58.25
67,Payment,2018-10-26 11:04:23,-67178,
68,Billed,2018-11-14 09:33:12,26629,665.725
69,Payment,2018-11-26 11:04:23,-25395,
70,Billed,2018-12-14 09:33:12,78526,1963.15
