,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,77800,1945.0
1,Payment,2016-01-26 11:04:23,-17850,
2,Billed,2016-02-14 09:33:12,29903,747.575
3,Payment,2016-02-26 11:04:23,-51646,
4,Billed,2016-03-14 09:33:12,11799,294.975
5,Payment,2016-03-26 11:04:23,-96650,
6,Billed,2016-04-14 09:33:12,31776,794.4
7,Payment,2016-04-26 11:04:23,-24121,
8,Billed,2016-05-14 09:33:12,41205,1030.125
9,Payment,2016-05-26 11:04:23,-32901,
10,Billed,2016-06-14 09:33:12,56489,1412.225
11,Payment,2016-06-26 11:04:23,-54286,
12,Billed,2016-07-14 09:33:12,65920,1648.0
13,Payment,2016-07-26 11:04:23,-98801,
14,Billed,2016-08-14 09:33:12,90520,2263.0
15,Payment,2016-08-26 11:04:23,-75109,
16,Billed,2016-09-14 09:33:12,37830,945.75
17,Payment,2016-09-26 11:04:23,-79839,
18,Billed,2016-10-14 09:33:12,6465,161.625
19,Payment,2016-10-26 11:04:23,-36622,
20,Billed,2016-11-14 09:33:12,72321,1808.025
21,Payment,2016-11-26 11:04:23,-11400,
22,Billed,2016-12-14 09:33:12,95679,2391.975
23,Payment,2016-12-26 11:04:23,-76775,
24,Billed,2017-01-14 09:33:12,32859,821.475
25,Payment,2017-01-26 11:04:23,-34483,
26,Billed,2017-02-14 09:33:12,56315,1407.875
27,Payment,2017-02-26 11:04:23,-55285,
28,Billed,2017-03-14 09:33:12,97827,2445.675
29,Payment,2017-03-26 11:04:23,-57966,
30,Billed,2017-04-14 09:33:12,31429,785.725
31,Payment,2017-04-26 11:04:23,-68938,
32,Billed,2017-05-14 09:33:12,69422,1735.55
33,Payment,2017-05-26 11:04:23,-50830,
34,Billed,2017-06-14 09:33:12,10492,262.3
35,Payment,2017-06-26 11:04:23,-49594,
36,Billed,2017-07-14 09:33:12,63194,1579.85
37,Payment,2017-07-26 11:04:23,-53544,
38,Billed,2017-08-14 09:33:12,5188,129.7
39,Payment,2017-08-26 11:04:23,-88644,
40,Billed,2017-09-14 09:33:12,43525,1088.125
41,Payment,2017-09-26 11:04:23,-42226,
42,Billed,2017-10-14 09:33:12,8270,206.75
43,Payment,2017-10-26 11:04:23,-58577,
44,Billed,2017-11-14 09:33:12,41678,1041.95
45,Payment,2017-11-26 11:04:23,-8101,
46,Billed,2017-12-14 09:33:12,60964,1524.1
47,Payment,2017-12-26 11:04:23,-58785,
48,Billed,2018-01-14 09:33:12,96680,2417.0
49,Payment,2018-01-26 11:04:23,-87909,
50,Billed,2018-02-14 09:33:12,7355,183.875
51,Payment,2018-02-26 11:04:23,-92991,
52,Billed,2018-03-14 09:33:12,83398,2084.95
53,Payment,2018-03-26 11:04:23,-39330,
54,Billed,2018-04-14 09:33:12,2431,60.775
55,Payment,2018-04-26 11:04:23,-75255,
56,Billed,2018-05-14 09:33:12,39918,997.95
57,Payment,2018-05-26 11:04:23,-78195,
58,Billed,2018-06-14 09:33:12,37275,931.875
59,Payment,2018-06-26 11:04:23,-34116,
60,Billed,2018-07-14 09:33:12,66486,1662.15
61,Payment,2018-07-26 11:04:23,-78102,
62,Billed,2018-08-14 09:33:12,40351,1008.775
63,Payment,2018-08-26 11:04:23,-87807,
64,Billed,2018-09-14 09:33:12,14704,367.6
65,Payment,2018-09-26 11:04:23,-11032,
66,Billed,2018-10-14 09:33:12,27686,692.15
67,Payment,2018-10-26 11:04:23,-22124,
68,Billed,2018-11-14 09:33:12,8719,217.975
69,Payment,2018-11-26 11:04:23,-23940,
70,Billed,2018-12-14 09:33:12,85973,2149.325
71,Payment,2018-12-26 11:04:23,-35657,
72,Billed,2019-01-14 09:33:12,93989,2349.725
73,Payment,2019-01-26 11:04:23,-60692,
74,Billed,2019-02-14 09:33:12,42983,1074.575
75,Payment,2019-02-26 11:04:23,-19500,
76,Billed,2019-03-14 09:33:12,96433,2410.825
77,Payment,2019-03-26 11:04:23,-88111,
78,Billed,2019-04-14 09:33:12,53017,1325.425
79,Payment,2019-04-26 11:04:23,-84158,
80,Billed,2019-05-14 09:33:12,54274,1356.85
81,Payment,2019-05-26 11:04:23,-78827,
82,Billed,2019-06-14 09:33:12,90396,2259.9
83,Payment,2019-06-26 11:04:23,-48685,
84,Billed,2019-07-14 09:33:12,88308,2207.7
85,Payment,2019-07-26 11:04:23,-30999,
86,Billed,2019-08-14 09:33:12,57588,1439.7
87,Payment,2019-08-26 11:04:23,-80175,
88,Billed,2019-09-14 09:33:12,92119,2302.975
89,Payment,2019-09-26 11:04:23,-61553,
90,Billed,2019-10-14 09:33:12,22327,558.175
91,Payment,2019-10-26 11:04:23,-87030,
92,Billed,2019-11-14 09:33:12,95678,2391.95
93,Payment,2019-11-26 11:04:23,-82335,
94,Billed,2019-12-14 09:33:12,18943,473.575
95,Payment,2019-12-26 11:04:23,-91328,
96,Billed,2020-01-14 09:33:12,95487,2387.175
97,Payment,2020-01-26 11:04:23,-50424,
98,Billed,2020-02-14 09:33:12,46438,1160.95
99,Payment,2020-02-26 11:04:23,-43077,
100,Billed,2020-03-14 09:33:12,64489,1612.225
101,Payment,2020-03-26 11:04:23,-37719,
102,Billed,2020-04-14 09:33:12,8751,218.775
103,Payment,2020-04-26 11:04:23,-15209,
104,Billed,2020-05-14 09:33:12,50287,1257.175
105,Payment,2020-05-26 11:04:23,-19360,
106,Billed,2020-06-14 09:33:12,25146,628.65
107,Payment,2020-06-26 11:04:23,-25168,
108,Billed,2020-07-14 09:33:12,4771,119.275
109,Payment,2020-07-26 11:04:23,-99224,
110,Billed,2020-08-14 09:33:12,68810,1720.25
111,Payment,2020-08-26 11:04:23,-37380,
112,Billed,2020-09-14 09:33:12,82363,2059.075
113,Payment,2020-09-26 11:04:23,-13249,
114,Billed,2020-10-14 09:33:12,96938,2423.45
115,Payment,2020-10-26 11:04:23,-10125,
116,Billed,2020-11-14 09:33:12,57322,1433.05
117,Payment,2020-11-26 11:04:23,-3497,
118,Billed,2020-12-14 09:33:12,31647,791.175
119,Payment,2020-12-26 11:04:23,-93342,
120,Billed,2021-01-14 09:33:12,66692,1667.3
121,Payment,2021-01-26 11:04:23,-14210,
122,Billed,2021-02-14 09:33:12,42323,1058.075
123,Payment,2021-02-26 11:04:23,-62399,
124,Billed,2021-03-14 09:33:12,92296,2307.4
125,Payment,2021-03-26 11:04:23,-85633,
126,Billed,2021-04-14 09:33:12,89904,2247.6
127,Payment,2021-04-26 11:04:23,-61542,
128,Billed,2021-05-14 09:33:12,83906,2097.65
129,Payment,2021-05-26 11:04:23,-96727,
130,Billed,2021-06-14 09:33:12,96443,2411.075
131,Payment,2021-06-26 11:04:23,-74237,
132,Billed,2021-07-14 09:33:12,42615,1065.375
133,Payment,2021-07-26 11:04:23,-75500,
134,Billed,2021-08-14 09:33:12,89957,2248.925
135,Payment,2021-08-26 11:04:23,-11797,
136,Billed,2021-09-14 09:33:12,70451,1761.275
137,Payment,2021-09-26 11:04:23,-30011,
138,Billed,2021-10-14 09:33:12,71514,1787.85
139,Payment,2021-10-26 11:04:23,-40993,
140,Billed,2021-11-14 09:33:12,42050,1051.25
141,Payment,2021-11-26 11:04:23,-82596,
142,Billed,2021-12-14 09:33:12,57826,1445.65
143,Payment,2021-12-26 11:04:23,-65077,
144,Billed,2022-01-14 09:33:12,30940,773.5
145,Payment,2022-01-26 11:04:23,-78735,
