,Type,Date,Amount,Unit
0,Vend,2016-01-14 09:33:12,7525,188.125
1,Vend,2016-02-14 09:33:12,96317,2407.925
2,Vend,2016-03-14 09:33:12,42832,1070.8
3,Vend,2016-04-14 09:33:12,82393,2059.825
4,Vend,2016-05-14 09:33:12,4985,124.625
5,Vend,2016-06-14 09:33:12,11527,288.175
6,Vend,2016-07-14 09:33:12,55940,1398.5
7,Vend,2016-08-14 09:33:12,20788,519.7
8,Vend,2016-09-14 09:33:12,25606,640.15
9,Vend,2016-10-14 09:33:12,57832,1445.8
10,Vend,2016-11-14 09:33:12,49232,1230.8
11,Vend,2016-12-14 09:33:12,94869,2371.725
12,Vend,2017-01-14 09:33:12,71104,1777.6
13,Vend,2017-02-14 09:33:12,99048,2476.2
14,Vend,2017-03-14 09:33:12,57900,1447.5
15,Vend,2017-04-14 09:33:12,57167,1429.175
16,Vend,2017-05-14 09:33:12,91147,2278.675
17,Vend,2017-06-14 09:33:12,82707,2067.675
18,Vend,2017-07-14 09:33:12,28958,723.95
19,Vend,2017-08-14 09:33:12,32722,818.05
20,Vend,2017-09-14 09:33:12,4466,111.65
21,Vend,2017-10-14 09:33:12,6256,156.4
22,Vend,2017-11-14 09:33:12,59965,1499.125
23,Vend,2017-12-14 09:33:12,55689,1392.225
24,Vend,2018-01-14 09:33:12,67131,1678.275
25,Vend,2018-02-14 09:33:12,98107,2452.675
26,Vend,2018-03-14 09:33:12,6786,169.65
27,Vend,2018-04-14 09:33:12,46584,1164.6
28,Vend,2018-05-14 09:33:12,65380,1634.5
29,Vend,2018-06-14 09:33:12,81863,2046.575
30,Vend,2018-07-14 09:33:12,42227,1055.675
31,Vend,2018-08-14 09:33:12,76333,1908.325
32,Vend,2018-09-14 09:33:12,41952,1048.8
33,Vend,2018-10-14 09:33:12,94924,2373.1
34,Vend,2018-11-14 09:33:12,4932,123.3
35,Vend,2018-12-14 09:33:12,67007,1675.175
36,Vend,2019-01-14 09:33:12,68777,1719.425
37,Vend,2019-02-14 09:33:12,35046,876.15
38,Vend,2019-03-14 09:33:12,36318,907.95
39,Vend,2019-04-14 09:33:12,86112,2152.8
40,Vend,2019-05-14 09:33:12,20990,524.75
41,Vend,2019-06-14 09:33:12,62048,1551.2
42,Vend,2019-07-14 09:33:12,67530,1688.25
43,Vend,2019-08-14 09:33:12,81083,2027.075
44,Vend,2019-09-14 09:33:12,9869,246.725
45,Vend,2019-10-14 09:33:12,85800,2145.0
46,Vend,2019-11-14 09:33:12,22648,566.2
47,Vend,2019-12-14 09:33:12,25612,640.3
48,Vend,2020-01-14 09:33:12,4342,108.55
49,Vend,2020-02-14 09:33:12,86875,2171.875
50,Vend,2020-03-14 09:33:12,40594,1014.85
51,Vend,2020-04-14 09:33:12,9782,244.55
52,Vend,2020-05-14 09:33:12,95104,2377.6
53,Vend,2020-06-14 09:33:12,93123,2328.075
54,Vend,2020-07-14 09:33:12,20227,505.675
55,Vend,2020-08-14 09:33:12,81930,2048.25
56,Vend,2020-09-14 09:33:12,48685,1217.125
57,Vend,2020-10-14 09:33:12,96213,2405.325
58,Vend,2020-11-14 09:33:12,63753,1593.825
59,Vend,2020-12-14 09:33:12,37460,936.5
60,Vend,2021-01-14 09:33:12,53537,1338.425
61,Vend,2021-02-14 09:33:12,57399,1434.975
62,Vend,2021-03-14 09:33:12,59793,1494.825
63,Vend,2021-04-14 09:33:12,51759,1293.975
64,Vend,2021-05-14 09:33:12,25821,645.525
65,Vend,2021-06-14 09:33:12,15943,398.575
66,Vend,2021-07-14 09:33:12,55830,1395.75
67,Vend,2021-08-14 09:33:12,41077,1026.925
68,Vend,2021-09-14 09:33:12,69813,1745.325
69,Vend,2021-10-14 09:33:12,59311,1482.775
70,Vend,2021-11-14 09:33:12,11381,284.525
71,Vend,2021-12-14 09:33:12,80293,2007.325
72,Vend,2022-01-14 09:33:12,35710,892.75
