,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,99477,2486.925
1,Payment,2016-01-26 11:04:23,-50919,
2,Billed,2016-02-14 09:33:12,85841,2146.025
3,Payment,2016-02-26 11:04:23,-96219,
4,Billed,2016-03-14 09:33:12,31670,791.75
5,Payment,2016-03-26 11:04:23,-77339,
6,Billed,2016-04-14 09:33:12,96162,2404.05
7,Payment,2016-04-26 11:04:23,-30899,
8,Billed,2016-05-14 09:33:12,90816,2270.4
9,Payment,2016-05-26 11:04:23,-52139,
10,Billed,2016-06-14 09:33:12,70496,1762.4
11,Payment,2016-06-26 11:04:23,-79347,
12,Billed,2016-07-14 09:33:12,13738,343.45
13,Payment,2016-07-26 11:04:23,-72259,
14,Billed,2016-08-14 09:33:12,12241,306.025
15,Payment,2016-08-26 11:04:23,-40211,
16,Billed,2016-09-14 09:33:12,63645,1591.125
17,Payment,2016-09-26 11:04:23,-77598,
18,Billed,2016-10-14 09:33:12,49064,1226.6
19,Payment,2016-10-26 11:04:23,-13684,
20,Billed,2016-11-14 09:33:12,25391,634.775
21,Payment,2016-11-26 11:04:23,-38691,
22,Billed,2016-12-14 09:33:12,40364,1009.1
23,Payment,2016-12-26 11:04:23,-75803,
24,Billed,2017-01-14 09:33:12,10103,252.575
25,Payment,2017-01-26 11:04:23,-73913,
26,Billed,2017-02-14 09:33:12,85056,2126.4
27,Payment,2017-02-26 11:04:23,-13774,
28,Billed,2017-03-14 09:33:12,89865,2246.625
29,Payment,2017-03-26 11:04:23,-49157,
30,Billed,2017-04-14 09:33:12,52310,1307.75
31,Payment,2017-04-26 11:04:23,-42331,
32,Billed,2017-05-14 09:33:12,95748,2393.7
33,Payment,2017-05-26 11:04:23,-32710,
34,Billed,2017-06-14 09:33:12,33340,833.5
35,Payment,2017-06-26 11:04:23,-41496,
36,Billed,2017-07-14 09:33:12,15389,384.725
37,Payment,2017-07-26 11:04:23,-27655,
38,Billed,2017-08-14 09:33:12,95448,2386.2
39,Payment,2017-08-26 11:04:23,-44343,
40,Billed,2017-09-14 09:33:12,85495,2137.375
41,Payment,2017-09-26 11:04:23,-62198,
42,Billed,2017-10-14 09:33:12,96674,2416.85
43,Payment,2017-10-26 11:04:23,-41626,
44,Billed,2017-11-14 09:33:12,82602,2065.05
45,Payment,2017-11-26 11:04:23,-63359,
46,Billed,2017-12-14 09:33:12,47116,1177.9
47,Payment,2017-12-26 11:04:23,-10306,
48,Billed,2018-01-14 09:33:12,58292,1457.3
49,Payment,2018-01-26 11:04:23,-15018,
50,Billed,2018-02-14 09:33:12,98391,2459.775
51,Payment,2018-02-26 11:04:23,-11319,
52,Billed,2018-03-14 09:33:12,56957,1423.925
53,Payment,2018-03-26 11:04:23,-64950,
54,Billed,2018-04-14 09:33:12,41835,1045.875
55,Payment,2018-04-26 11:04:23,-39816,
56,Billed,2018-05-14 09:33:12,72328,1808.2
57,Payment,2018-05-26 11:04:23,-32324,
58,Billed,2018-06-14 09:33:12,20616,515.4
59,Payment,2018-06-26 11:04:23,-39223,
60,Billed,2018-07-14 09:33:12,54054,1351.35
61,Payment,2018-07-26 11:04:23,-18072,
62,Billed,2018-08-14 09:33:12,44577,1114.425
63,Payment,2018-08-26 11:04:23,-47816,
64,Billed,2018-09-14 09:33:12,30441,761.025
65,Payment,2018-09-26 11:04:23,-49040,
66,Billed,2018-10-14 09:33:12,52276,1306.9
67,Payment,2018-10-26 11:04:23,-43292,
68,Billed,2018-11-14 09:33:12,43221,1080.525
69,Payment,2018-11-26 11:04:23,-92700,
70,Billed,2018-12-14 09:33:12,2247,56.175
71,Payment,2018-12-26 11:04:23,-18441,
72,Billed,2019-01-14 09:33:12,54635,1365.875
73,Payment,2019-01-26 11:04:23,-22576,
74,Billed,2019-02-14 09:33:12,56624,1415.6
75,Payment,2019-02-26 11:04:23,-23506,
76,Billed,2019-03-14 09:33:12,77245,1931.125
77,Payment,2019-03-26 11:04:23,-18387,
78,Billed,2019-04-14 09:33:12,91032,2275.8
79,Payment,2019-04-26 11:04:23,-81455,
80,Billed,2019-05-14 09:33:12,9806,245.15
81,Payment,2019-05-26 11:04:23,-87035,
82,Billed,2019-06-14 09:33:12,88059,2201.475
83,Payment,2019-06-26 11:04:23,-45409,
84,Billed,2019-07-14 09:33:12,42234,1055.85
85,Payment,2019-07-26 11:04:23,-96444,
86,Billed,2019-08-14 09:33:12,86962,2174.05
87,Payment,2019-08-26 11:04:23,-72649,
88,Billed,2019-09-14 09:33:12,88989,2224.725
89,Payment,2019-09-26 11:04:23,-15784,
90,Billed,2019-10-14 09:33:12,84992,2124.8
91,Payment,2019-10-26 11:04:23,-94213,
92,Billed,2019-11-14 09:33:12,57553,1438.825
93,Payment,2019-11-26 11:04:23,-89694,
94,Billed,2019-12-14 09:33:12,71969,1799.225
95,Payment,2019-12-26 11:04:23,-57128,
96,Billed,2020-01-14 09:33:12,90535,2263.375
97,Payment,2020-01-26 11:04:23,-11704,
98,Billed,2020-02-14 09:33:12,67160,1679.0
99,Payment,2020-02-26 11:04:23,-34362,
100,Billed,2020-03-14 09:33:12,16500,412.5
101,Payment,2020-03-26 11:04:23,-14201,
102,Billed,2020-04-14 09:33:12,98214,2455.35
103,Payment,2020-04-26 11:04:23,-81437,
104,Billed,2020-05-14 09:33:12,43838,1095.95
105,Payment,2020-05-26 11:04:23,-74844,
106,Billed,2020-06-14 09:33:12,99934,2498.35
107,Payment,2020-06-26 11:04:23,-55449,
108,Billed,2020-07-14 09:33:12,69019,1725.475
109,Payment,2020-07-26 11:04:23,-65973,
110,Billed,2020-08-14 09:33:12,64089,1602.225
111,Payment,2020-08-26 11:04:23,-33441,
112,Billed,2020-09-14 09:33:12,28666,716.65
113,Payment,2020-09-26 11:04:23,-52990,
114,Billed,2020-10-14 09:33:12,15159,378.975
115,Payment,2020-10-26 11:04:23,-48961,
116,Billed,2020-11-14 09:33:12,4574,114.35
117,Payment,2020-11-26 11:04:23,-71395,
118,Billed,2020-12-14 09:33:12,96207,2405.175
119,Payment,2020-12-26 11:04:23,-38596,
120,Billed,2021-01-14 09:33:12,61375,1534.375
121,Payment,2021-01-26 11:04:23,-38239,
122,Billed,2021-02-14 09:33:12,96212,2405.3
123,Payment,2021-02-26 11:04:23,-99922,
124,Billed,2021-03-14 09:33:12,32378,809.45
125,Payment,2021-03-26 11:04:23,-82830,
126,Billed,2021-04-14 09:33:12,86176,2154.4
127,Payment,2021-04-26 11:04:23,-46449,
128,Billed,2021-05-14 09:33:12,50907,1272.675
129,Payment,2021-05-26 11:04:23,-88084,
130,Billed,2021-06-14 09:33:12,36859,921.475
131,Payment,2021-06-26 11:04:23,-47331,
132,Billed,2021-07-14 09:33:12,63323,1583.075
133,Payment,2021-07-26 11:04:23,-45727,
134,Billed,2021-08-14 09:33:12,33980,849.5
135,Payment,2021-08-26 11:04:23,-46821,
136,Billed,2021-09-14 09:33:12,92868,2321.7
137,Payment,2021-09-26 11:04:23,-68258,
138,Billed,2021-10-14 09:33:12,54697,1367.425
139,Payment,2021-10-26 11:04:23,-7527,
140,Billed,2021-11-14 09:33:12,5108,127.7
141,Payment,2021-11-26 11:04:23,-90840,
142,Billed,2021-12-14 09:33:12,99607,2490.175
143,Payment,2021-12-26 11:04:23,-85005,
144,Billed,2022-01-14 09:33:12,18363,459.075
