,Type,Date,Amount,Unit
0,Billed,2016-01-14 09:33:12,16696,417.4
1,Payment,2016-01-26 11:04:23,-43944,
2,Billed,2016-02-14 09:33:12,65429,1635.725
3,Payment,2016-02-26 11:04:23,-23308,
4,Billed,2016-03-14 09:33:12,8645,216.125
5,Payment,2016-03-26 11:04:23,-90311,
6,Billed,2016-04-14 09:33:12,54652,1366.3
7,Payment,2016-04-26 11:04:23,-40846,
8,Billed,2016-05-14 09:33:12,22960,574.0
9,Payment,2016-05-26 11:04:23,-83111,
10,Billed,2016-06-14 09:33:12,83558,2088.95
11,Payment,2016-06-26 11:04:23,-30025,
12,Billed,2016-07-14 09:33:12,10638,265.95
13,Payment,2016-07-26 11:04:23,-20741,
14,Billed,2016-08-14 09:33:12,29066,726.65
15,Payment,2016-08-26 11:04:23,-47666,
16,Billed,2016-09-14 09:33:12,90704,2267.6
17,Payment,2016-09-26 11:04:23,-19251,
18,Billed,2016-10-14 09:33:12,40749,1018.725
19,Payment,2016-10-26 11:04:23,-25724,
20,Billed,2016-11-14 09:33:12,79247,1981.175
21,Payment,2016-11-26 11:04:23,-23734,
22,Billed,2016-12-14 09:33:12,96207,2405.175
23,Payment,2016-12-26 11:04:23,-4722,
24,Billed,2017-01-14 09:33:12,62973,1574.325
25,Payment,2017-01-26 11:04:23,-59530,
26,Billed,2017-02-14 09:33:12,21480,537.0
27,Payment,2017-02-26 11:04:23,-73957,
28,Billed,2017-03-14 09:33:12,52362,1309.05
29,Payment,2017-03-26 11:04:23,-13092,
30,Billed,2017-04-14 09:33:12,79292,1982.3
31,Payment,2017-04-26 11:04:23,-31423,
32,Billed,2017-05-14 09:33:12,4179,104.475
33,Payment,2017-05-26 11:04:23,-5329,
34,Billed,2017-06-14 09:33:12,69092,1727.3
35,Payment,2017-06-26 11:04:23,-82666,
36,Billed,2017-07-14 09:33:12,70264,1756.6
37,Payment,2017-07-26 11:04:23,-74896,
38,Billed,2017-08-14 09:33:12,29621,740.525
39,Payment,2017-08-26 11:04:23,-81856,
